"IdSession","IdPSX","IdSubscriber","StartSession","EndSession","Duartion","UpTx","DownTx","date","Hour"
3724,3,4207,2023-12-31 19:45:45,NA,5055,136056078,142382606,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,5585,366043171,477130729,"2023-12-31",19
8525,3,6970,2023-12-31 19:20:19,NA,6581,168274136,208231599,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,6281,2284083531,5929652114,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,6808,168492093,242946727,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,6161,130493033,153271002,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,6353,376699238,478437668,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,4660,34417814,39088880,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,7583,65711589,76542535,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,5655,169276234,252355452,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,6185,423048519,492534440,"2023-12-31",19
8525,3,6970,2023-12-31 19:20:19,NA,7181,135801706,192630394,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,6881,2468535367,6046546519,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,7408,133092317,171969661,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,6761,159065261,205741935,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,6953,338989656,389235938,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,5260,14697152,18278975,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,8183,173185403,222305746,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,6255,220015342,251701234,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,6785,568100230,745386622,"2023-12-31",19
8525,3,6970,2023-12-31 19:20:19,NA,7781,135930103,156971296,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,7481,3216069259,7635402105,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,8008,220016413,258359852,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,7361,221837095,304120517,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,7553,355892760,483717322,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,5860,77214846,77821930,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,8783,46679035,63635555,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,6855,211556933,232255436,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,7385,504456984,546385553,"2023-12-31",19
8525,3,6970,2023-12-31 19:20:19,NA,8381,115856439,146536046,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,8081,3334431403,7053086105,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,8608,174113477,234403290,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,7961,274757254,366819333,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,8153,347800790,401051984,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,6460,40073551,59064089,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,9383,96291618,123286481,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,7455,315827515,445877669,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,7985,513590503,596978521,"2023-12-31",19
8525,3,6970,2023-12-31 19:20:19,NA,8981,201893315,210873750,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,8681,3495826348,9092432268,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,9208,265383410,331410335,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,8561,321454207,359636050,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,8753,325500232,482920556,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,7060,96525403,109070526,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,9983,107257652,118366665,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,8055,293582102,419394111,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,8585,607592144,885255155,"2023-12-31",19
8525,3,6970,2023-12-31 19:20:19,"01-01-2024 00:52:21",9122,133873678,170450196,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,9281,4714542566,9514524517,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,9808,325801942,393441692,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,9161,333176662,355922286,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,9353,420608381,551216801,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,7660,169682842,215409867,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,10583,127282464,182461756,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,8655,400855830,452378907,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,9185,554851593,784638503,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,9881,4781105718,11089202792,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,10408,286828730,345792015,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,9761,211490538,279262498,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,9953,390319347,458786070,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,8260,116018567,130725928,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,11183,147645140,181105483,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,9255,616736770,849906195,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,9785,927237847,1011052606,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,10481,4370307096,8858911094,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,11008,280336988,341280813,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,10361,366367191,487134454,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,10553,532191402,674975608,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,8860,172523781,198539914,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,11783,169490598,201262844,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,9855,568003343,696999343,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,10385,723185652,1063116202,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,11081,5068645606,9900049857,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,11608,258730499,293576030,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,10961,230361327,328118757,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,11153,554120414,638095227,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,9460,53387286,79463190,"2023-12-31",19
8609,3,6728,2023-12-31 19:03:37,NA,12383,201824849,259682786,"2023-12-31",19
3724,3,4207,2023-12-31 19:45:45,NA,10455,561362940,763125849,"2023-12-31",19
8519,3,6892,2023-12-31 19:36:55,NA,10985,768903072,894287863,"2023-12-31",19
13986,3,6269,2023-12-31 19:25:19,NA,11681,3829057463,11459492673,"2023-12-31",19
3764,3,6832,2023-12-31 19:16:32,NA,12208,232257087,285874605,"2023-12-31",19
14010,3,7461,2023-12-31 19:27:19,NA,11561,374111012,518928538,"2023-12-31",19
14016,3,8784,2023-12-31 19:24:07,NA,11753,673562451,805153320,"2023-12-31",19
3783,3,9139,2023-12-31 19:52:20,NA,10060,44258701,64983028,"2023-12-31",19
