"IdSession","IdPSX","IdSubscriber","StartSession","EndSession","Duartion","UpTx","DownTx","date","Hour"
15143,3,8770,2024-01-05 06:07:14,NA,166,1504516,1845572,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,766,5438633,7859610,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,1366,12999528,18161169,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,1966,33947549,36995623,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,105,21700841,55788306,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,160,13649610,16738465,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,2566,44780653,57078936,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,579,4094764,5739268,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,705,160422397,304951693,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,760,78087682,83071492,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,3166,29802787,39930832,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,321,26951942,28328881,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,1179,33368743,43685578,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,15,19616,20474,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,1305,286159051,785634770,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,1360,100883394,125146995,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,3766,77376480,113110785,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,921,65222327,68307178,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,1779,14869933,17102952,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,615,33567691,36589194,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,1905,353466404,969753359,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,1960,165256935,171095141,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,4366,113735394,147494132,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,1521,109513083,140262761,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,2379,38999376,40254500,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,1215,16648641,21689234,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,2505,645903007,1218884018,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,2560,191591614,252249469,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,4966,56962924,61571762,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,2121,106319247,142494034,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,2979,7296825,8562260,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,1815,8382809,10803206,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,3105,691907364,1499870176,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,3160,242074450,321754512,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,5566,99542196,105352321,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,2721,156792179,203658615,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,3579,41974925,45260993,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,2415,24067376,30535376,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,3705,828109554,2292424956,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,3760,299295955,366593277,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,6166,87665382,129460671,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,3321,128078415,132088377,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,4179,17587440,26129379,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,3015,11727929,13023970,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,4305,1072071439,2015175081,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,4360,318221378,415238999,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,6766,66530062,99722661,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,3921,107558452,133944288,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,4779,38550248,46038710,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,3615,99449195,116044971,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,4905,1134327870,3261873379,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,4960,403948524,448239428,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,7366,58959933,63000987,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,4521,155734617,172703779,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,5379,18700658,20022008,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,4215,63892081,70845242,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,5505,1498053616,3410297070,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,5560,396609362,525245397,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,7966,100674065,120933355,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,5121,123913185,148571244,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,5979,104007407,154796144,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,4815,11228856,11529853,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,6105,1026880433,3018211785,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,6160,527750313,539394785,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,8566,122795998,171627701,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,5721,97481932,143475855,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,6579,8310445,10540007,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,5415,100611984,100741251,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,6705,1236692730,3002520849,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,6760,499438053,574571500,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,9166,156648910,182630353,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,6321,178737469,245750248,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,7179,38162193,39178918,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,6015,34258586,50160686,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,7305,1679640140,3741167642,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,7360,492714828,688467177,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,9766,91960547,99151508,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,6921,163921506,169347198,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,7779,61224561,79805283,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,6615,163375783,224275264,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,7905,1486787057,3904539206,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,7960,533750320,550889121,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,10366,56851821,81710046,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,7521,217502185,258303138,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,8379,158876532,178925493,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,7215,241608293,266142323,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,8505,2176686021,4508712895,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,8560,561266226,564329236,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,10966,73378179,89071174,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,8121,137821811,205219649,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,8979,47397559,53197811,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,7815,73158611,108393154,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,9105,2379087239,4939755765,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,9160,510577054,741615680,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,11566,161463687,173295424,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,8721,139348765,165844820,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,9579,39286081,48545090,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,8415,167525544,203772040,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,9705,1901094581,3825102101,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,9760,540241301,712922540,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,12166,71906224,82939176,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,9321,130055029,154598877,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,10179,17289566,22753715,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,9015,52863488,57361774,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,10305,1662318889,4378104985,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,10360,630161056,637588467,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,12766,67442030,68086270,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,9921,126186054,127984612,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,10779,216801667,303834700,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,9615,218735397,304597630,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,10905,2607620372,5327981392,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,10960,493904695,587577622,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,13366,130859505,167062945,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,10521,190130155,225760155,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,11379,149525992,206096873,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,10215,138565844,162944934,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,11505,2248628420,5606129618,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,11560,464128915,521369740,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,13966,204728627,244777285,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,11121,216698043,243691159,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,11979,103256671,114097585,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,10815,56144746,69334556,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,12105,2111920425,5971851936,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,12160,530722031,645285381,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,14566,218933587,297663376,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,11721,104174152,152021730,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,12579,29997188,41064420,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,11415,322034050,447446012,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,12705,2677146928,6094990749,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,12760,504373214,693834810,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,15166,205138105,233261092,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,12321,346260892,485701838,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,13179,180024762,194280078,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,12015,166313113,206734619,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,13305,2068954246,5893861986,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,13360,555419679,754991875,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,15766,87752614,126311223,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,12921,139755497,165011402,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,13779,143193880,194471240,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,12615,178673750,189672597,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,13905,2975994774,5678748897,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,13960,535149804,605976238,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,16366,186703946,243333692,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,13521,228014130,325526623,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,14379,301379820,358552104,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,13215,243829638,341779805,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,14505,2621787458,7607755264,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,14560,532468353,576937332,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,16966,211660617,270669022,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,14121,258831888,387972361,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,14979,31296824,37036981,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,13815,162132667,212110971,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,15105,2260420962,6360624296,"2024-01-05",6
15145,3,6335,2024-01-05 06:47:20,NA,15160,641904623,653657955,"2024-01-05",6
15143,3,8770,2024-01-05 06:07:14,NA,17566,118456272,164090705,"2024-01-05",6
15147,3,8719,2024-01-05 06:54:39,NA,14721,148703596,220303075,"2024-01-05",6
15146,3,9139,2024-01-05 06:40:21,NA,15579,54769792,72725024,"2024-01-05",6
15148,3,8211,2024-01-05 06:59:45,NA,14415,589286508,684982379,"2024-01-05",6
15144,3,9243,2024-01-05 06:38:15,NA,15705,3043443502,6802889427,"2024-01-05",6
