IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx,date
15332,3,7451,2024-01-06T00:08:06Z,NA,114,422177,579040,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,231,9181247,10942110,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,714,4141674,4486285,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,404,6527419,7779693,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,317,9241507,10780528,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,432,7308859,9361308,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,831,53914482,55715701,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,167,22965372,61343117,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,1314,3350971,3449794,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,1004,6764356,9243050,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,151,630786,924186,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,283,8637374,8659262,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,207,4500326,5463444,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,917,31953802,32617838,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,1032,15920927,20565959,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,1431,65427322,80424790,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,767,155601247,342122921,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,1914,5283435,6590306,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,1604,22427680,28491791,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,751,2167570,2644029,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,883,16785629,24123219,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,807,12024285,14313119,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,1517,40672068,56711903,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,1632,20848431,23438291,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,2031,124239243,132263832,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,1367,202929300,447984419,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,2514,13323319,18078811,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,2204,36141910,40130406,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,1351,2496987,3503977,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,1483,30002323,32914727,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,1407,27403191,40150055,2024-01-06
15341,3,6832,2024-01-06T00:42:42Z,NA,438,14576397,21067407,2024-01-06
15342,3,9428,2024-01-06T00:45:54Z,NA,246,15294608,18839031,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,2117,73372605,107020332,2024-01-06
15343,3,9111,2024-01-06T00:45:58Z,NA,242,10890730,14806393,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,2232,28316064,31062924,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,2631,92943708,125828668,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,1967,298477408,836751156,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,3114,14450052,18462690,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,2804,27922178,40429400,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,1951,5097331,7388604,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,2083,43543024,58065654,2024-01-06
15344,3,6448,2024-01-06T00:50:43Z,NA,557,8463242,10839524,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,2007,34296542,35679121,2024-01-06
15341,3,6832,2024-01-06T00:42:42Z,NA,1038,33810432,46922820,2024-01-06
15342,3,9428,2024-01-06T00:45:54Z,NA,846,43640651,61328369,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,2717,65244845,80552115,2024-01-06
15343,3,9111,2024-01-06T00:45:58Z,NA,842,41856298,50853214,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,2832,31372417,44349780,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,3231,218436896,247583164,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,2567,448899238,891397909,2024-01-06
15345,3,6648,2024-01-06T00:59:40Z,NA,20,272233,378372,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,3714,15566790,15968208,2024-01-06
15346,3,5424,2024-01-06T01:04:47Z,NA,313,10156457,13343667,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,3404,37206620,41832226,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,2551,25456211,30338338,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,2683,51484422,65966434,2024-01-06
15344,3,6448,2024-01-06T00:50:43Z,NA,1157,14270329,19404992,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,2607,49026596,57998109,2024-01-06
15341,3,6832,2024-01-06T00:42:42Z,NA,1638,60122976,86217265,2024-01-06
15342,3,9428,2024-01-06T00:45:54Z,NA,1446,74335848,84553212,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,3317,132060781,141373012,2024-01-06
15343,3,9111,2024-01-06T00:45:58Z,NA,1442,68869770,92622126,2024-01-06
15347,3,7959,2024-01-06T01:07:15Z,NA,165,4342613,5008447,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,3432,47570149,48282956,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,3831,181600738,223484495,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,3167,424662555,1163971937,2024-01-06
15345,3,6648,2024-01-06T00:59:40Z,NA,620,14122946,19451916,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,4314,7102414,10397454,2024-01-06
15346,3,5424,2024-01-06T01:04:47Z,NA,913,24891904,35466384,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,4004,21446895,25902686,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,3151,7811276,10362862,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,3283,64098643,73755078,2024-01-06
15344,3,6448,2024-01-06T00:50:43Z,NA,1757,26188209,27277194,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,3207,57330551,63320742,2024-01-06
15341,3,6832,2024-01-06T00:42:42Z,NA,2238,92804423,101006735,2024-01-06
15342,3,9428,2024-01-06T00:45:54Z,NA,2046,99960293,104530203,2024-01-06
15348,3,4723,2024-01-06T01:18:00Z,NA,120,1383508,1583597,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,3917,115833379,120025215,2024-01-06
15343,3,9111,2024-01-06T00:45:58Z,NA,2042,105921041,118345385,2024-01-06
15347,3,7959,2024-01-06T01:07:15Z,NA,765,27071875,29690527,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,4032,28780923,37621522,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,4431,174287915,255701412,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,3767,521250082,1498189607,2024-01-06
15349,3,4487,2024-01-06T01:13:45Z,NA,375,21064879,28219772,2024-01-06
15345,3,6648,2024-01-06T00:59:40Z,NA,1220,18216171,25611304,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,4914,31883581,39930147,2024-01-06
15346,3,5424,2024-01-06T01:04:47Z,NA,1513,58587829,77782810,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,4604,19970960,27502031,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,3751,12180069,12801468,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,3883,63399087,73175124,2024-01-06
15344,3,6448,2024-01-06T00:50:43Z,NA,2357,27386340,35091072,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,3807,64843141,76927959,2024-01-06
15341,3,6832,2024-01-06T00:42:42Z,NA,2838,111280567,156678675,2024-01-06
15342,3,9428,2024-01-06T00:45:54Z,NA,2646,115963480,137357178,2024-01-06
15348,3,4723,2024-01-06T01:18:00Z,NA,720,14522287,14657667,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,4517,112079467,126208045,2024-01-06
15343,3,9111,2024-01-06T00:45:58Z,NA,2642,140375484,167832190,2024-01-06
15347,3,7959,2024-01-06T01:07:15Z,NA,1365,37631121,47134238,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,4632,53735386,73238597,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,5031,190858649,267766705,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,4367,813772650,1758798787,2024-01-06
15349,3,4487,2024-01-06T01:13:45Z,NA,975,51092368,68178546,2024-01-06
15345,3,6648,2024-01-06T00:59:40Z,NA,1820,27141474,40136486,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,5514,66988935,71388863,2024-01-06
15346,3,5424,2024-01-06T01:04:47Z,NA,2113,56493908,67882702,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,5204,23463473,30279654,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,4351,15815721,21761821,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,4483,70761242,84573325,2024-01-06
15344,3,6448,2024-01-06T00:50:43Z,NA,2957,37699278,40171608,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,4407,69701607,84912348,2024-01-06
15341,3,6832,2024-01-06T00:42:42Z,NA,3438,123752978,178037152,2024-01-06
15342,3,9428,2024-01-06T00:45:54Z,NA,3246,158381874,172704312,2024-01-06
15348,3,4723,2024-01-06T01:18:00Z,NA,1320,7259324,7722439,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,5117,123172348,174159910,2024-01-06
15343,3,9111,2024-01-06T00:45:58Z,NA,3242,226498180,284972185,2024-01-06
15347,3,7959,2024-01-06T01:07:15Z,NA,1965,67609783,77370187,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,5232,52327204,77854095,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,5631,403820182,500674526,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,4967,705987426,1807058326,2024-01-06
15349,3,4487,2024-01-06T01:13:45Z,NA,1575,80909734,110545763,2024-01-06
15345,3,6648,2024-01-06T00:59:40Z,NA,2420,47830491,60949617,2024-01-06
15332,3,7451,2024-01-06T00:08:06Z,NA,6114,12110707,15400242,2024-01-06
15346,3,5424,2024-01-06T01:04:47Z,NA,2713,97132754,123803031,2024-01-06
15334,3,8143,2024-01-06T00:13:16Z,NA,5804,73969200,82824482,2024-01-06
15338,3,7795,2024-01-06T00:27:29Z,NA,4951,43748090,45613010,2024-01-06
15339,3,5570,2024-01-06T00:25:17Z,NA,5083,110722041,113453225,2024-01-06
15344,3,6448,2024-01-06T00:50:43Z,NA,3557,26711575,39675376,2024-01-06
15340,3,8638,2024-01-06T00:26:33Z,NA,5007,115495960,145430987,2024-01-06
15341,3,6832,2024-01-06T00:42:42Z,NA,4038,191186758,219774879,2024-01-06
15350,3,9316,2024-01-06T01:45:36Z,NA,264,5873672,6905013,2024-01-06
15342,3,9428,2024-01-06T00:45:54Z,NA,3846,180701280,193327883,2024-01-06
15348,3,4723,2024-01-06T01:18:00Z,NA,1920,11098408,11921996,2024-01-06
15335,3,5632,2024-01-06T00:14:43Z,NA,5717,138084737,149373940,2024-01-06
15343,3,9111,2024-01-06T00:45:58Z,NA,3842,252231379,283205907,2024-01-06
15351,3,8719,2024-01-06T01:48:52Z,NA,68,4725060,7081822,2024-01-06
15347,3,7959,2024-01-06T01:07:15Z,NA,2565,98067241,108620849,2024-01-06
15336,3,9566,2024-01-06T00:12:48Z,NA,5832,36494725,39585393,2024-01-06
15333,3,7500,2024-01-06T00:06:09Z,NA,6231,267113327,380054085,2024-01-06
15337,3,4843,2024-01-06T00:17:13Z,NA,5567,832778165,2447728665,2024-01-06
15349,3,4487,2024-01-06T01:13:45Z,NA,2175,123799238,129579410,2024-01-06
