"IdSession","IdPSX","IdSubscriber","StartSession","EndSession","Duartion","UpTx","DownTx","date","Hour"
14252,3,4689,2024-01-01 15:04:29,NA,331,7167487,7797131,"2024-01-01",15
14253,3,7085,2024-01-01 15:01:38,NA,502,7324873,10823741,"2024-01-01",15
14254,3,9419,2024-01-01 15:14:51,NA,309,2273179,3228804,"2024-01-01",15
14252,3,4689,2024-01-01 15:04:29,NA,931,16736216,23794651,"2024-01-01",15
14253,3,7085,2024-01-01 15:01:38,NA,1102,17970971,23439118,"2024-01-01",15
14254,3,9419,2024-01-01 15:14:51,NA,909,12512059,12556477,"2024-01-01",15
14255,3,5424,2024-01-01 15:25:00,NA,300,6665861,9614871,"2024-01-01",15
14256,3,8220,2024-01-01 15:20:01,NA,599,173411498,330422114,"2024-01-01",15
14252,3,4689,2024-01-01 15:04:29,NA,1531,31086349,40146078,"2024-01-01",15
14253,3,7085,2024-01-01 15:01:38,NA,1702,27074116,39092017,"2024-01-01",15
14254,3,9419,2024-01-01 15:14:51,NA,1509,9728741,13894435,"2024-01-01",15
14255,3,5424,2024-01-01 15:25:00,NA,900,15252927,22763073,"2024-01-01",15
14256,3,8220,2024-01-01 15:20:01,NA,1199,310397279,718820827,"2024-01-01",15
14252,3,4689,2024-01-01 15:04:29,NA,2131,47722848,53403964,"2024-01-01",15
14253,3,7085,2024-01-01 15:01:38,NA,2302,35007888,48580459,"2024-01-01",15
14254,3,9419,2024-01-01 15:14:51,NA,2109,46993400,56421258,"2024-01-01",15
14255,3,5424,2024-01-01 15:25:00,NA,1500,21946617,25978720,"2024-01-01",15
14256,3,8220,2024-01-01 15:20:01,NA,1799,485681376,1028500329,"2024-01-01",15
14252,3,4689,2024-01-01 15:04:29,NA,2731,53241127,63918414,"2024-01-01",15
14253,3,7085,2024-01-01 15:01:38,NA,2902,45511766,67519857,"2024-01-01",15
14257,3,7726,2024-01-01 15:40:16,NA,584,34712691,48930679,"2024-01-01",15
14254,3,9419,2024-01-01 15:14:51,NA,2709,66469233,96038490,"2024-01-01",15
14255,3,5424,2024-01-01 15:25:00,NA,2100,32971084,42364406,"2024-01-01",15
14256,3,8220,2024-01-01 15:20:01,NA,2399,588667363,1530750467,"2024-01-01",15
14252,3,4689,2024-01-01 15:04:29,NA,3331,55826157,77706178,"2024-01-01",15
14258,3,8829,2024-01-01 15:57:21,NA,159,1750866,2556150,"2024-01-01",15
14253,3,7085,2024-01-01 15:01:38,NA,3502,81811960,87463414,"2024-01-01",15
14259,3,4989,2024-01-01 15:52:57,NA,423,74171441,149183350,"2024-01-01",15
14260,3,7097,2024-01-01 15:54:09,NA,351,35344603,42259193,"2024-01-01",15
14257,3,7726,2024-01-01 15:40:16,NA,1184,80795840,88781272,"2024-01-01",15
14254,3,9419,2024-01-01 15:14:51,NA,3309,96308258,116173578,"2024-01-01",15
14255,3,5424,2024-01-01 15:25:00,NA,2700,54231454,54530045,"2024-01-01",15
