IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx,date
14823,3,6162,2024-01-04T00:01:47Z,NA,493,5522139,7143392,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,294,1909881,2585921,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,515,8373982,10354157,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,495,3565793,4892284,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,1093,10435857,10970508,2024-01-04
14827,3,6848,2024-01-04T00:13:57Z,NA,363,15438887,17149885,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,894,4154170,5427868,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,1115,23825259,24047418,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,1095,8635862,10745948,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,1693,17104794,20809967,2024-01-04
14827,3,6848,2024-01-04T00:13:57Z,NA,963,30525957,44070264,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,1494,8806808,10274336,2024-01-04
14828,3,7963,2024-01-04T00:25:02Z,NA,298,1447108,2028987,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,1715,28362847,33387543,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,1695,13248871,16117630,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,2293,55333278,77343536,2024-01-04
14829,3,8616,2024-01-04T00:30:09Z,NA,591,26203184,36547975,2024-01-04
14827,3,6848,2024-01-04T00:13:57Z,NA,1563,62829660,69471573,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,2094,26234513,37334229,2024-01-04
14828,3,7963,2024-01-04T00:25:02Z,NA,898,11479168,15619559,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,2315,27987864,41353715,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,2295,23826143,26448771,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,2893,64416200,74523669,2024-01-04
14830,3,8454,2024-01-04T00:43:34Z,NA,386,14829376,17013509,2024-01-04
14831,3,8923,2024-01-04T00:47:42Z,NA,138,588427,847792,2024-01-04
14829,3,8616,2024-01-04T00:30:09Z,NA,1191,65632153,79586258,2024-01-04
14827,3,6848,2024-01-04T00:13:57Z,NA,2163,68612069,99798349,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,2694,22562179,32142309,2024-01-04
14828,3,7963,2024-01-04T00:25:02Z,NA,1498,27065609,36494534,2024-01-04
14832,3,4395,2024-01-04T00:46:03Z,NA,237,2321154,3379422,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,2915,49375278,63781241,2024-01-04
14833,3,8722,2024-01-04T00:58:44Z,NA,76,19554442,42057066,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,2895,71203094,71553496,2024-01-04
14834,3,5856,2024-01-04T00:52:58Z,NA,422,10447244,12540579,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,3493,89914371,130793253,2024-01-04
14835,3,4250,2024-01-04T00:59:32Z,NA,28,364610,507260,2024-01-04
14830,3,8454,2024-01-04T00:43:34Z,NA,986,38256674,41294173,2024-01-04
14831,3,8923,2024-01-04T00:47:42Z,NA,738,9892398,12532092,2024-01-04
14829,3,8616,2024-01-04T00:30:09Z,NA,1791,87280649,94901684,2024-01-04
14827,3,6848,2024-01-04T00:13:57Z,NA,2763,76239736,111464661,2024-01-04
14836,3,8355,2024-01-04T00:50:46Z,NA,554,909743,1077886,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,3294,42204039,51589971,2024-01-04
14828,3,7963,2024-01-04T00:25:02Z,NA,2098,27489768,34704262,2024-01-04
14832,3,4395,2024-01-04T00:46:03Z,NA,837,6975320,8819961,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,3515,61361119,67501365,2024-01-04
14833,3,8722,2024-01-04T00:58:44Z,NA,676,171614361,438767603,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,3495,28197886,30000428,2024-01-04
14834,3,5856,2024-01-04T00:52:58Z,NA,1022,16331856,20876244,2024-01-04
14837,3,7842,2024-01-04T01:00:19Z,NA,581,16817631,19657819,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,4093,46588334,47400906,2024-01-04
14835,3,4250,2024-01-04T00:59:32Z,NA,628,17881925,19814780,2024-01-04
14838,3,3970,2024-01-04T01:02:05Z,NA,475,3583290,5006951,2024-01-04
14830,3,8454,2024-01-04T00:43:34Z,NA,1586,58259989,74462785,2024-01-04
14831,3,8923,2024-01-04T00:47:42Z,NA,1338,14710161,16706400,2024-01-04
14829,3,8616,2024-01-04T00:30:09Z,NA,2391,117741809,127234026,2024-01-04
14827,3,6848,2024-01-04T00:13:57Z,NA,3363,100148893,116714870,2024-01-04
14836,3,8355,2024-01-04T00:50:46Z,NA,1154,2355903,3062383,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,3894,19500882,24087714,2024-01-04
14828,3,7963,2024-01-04T00:25:02Z,NA,2698,12541437,12698853,2024-01-04
14832,3,4395,2024-01-04T00:46:03Z,NA,1437,5683908,6094172,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,4115,80294555,93473657,2024-01-04
14833,3,8722,2024-01-04T00:58:44Z,NA,1276,382932831,822032198,2024-01-04
14839,3,7413,2024-01-04T01:11:04Z,NA,536,144871405,305871886,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,4095,29344299,35331946,2024-01-04
14834,3,5856,2024-01-04T00:52:58Z,NA,1622,24800982,28700087,2024-01-04
14837,3,7842,2024-01-04T01:00:19Z,NA,1181,19808266,26318374,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,4693,93011235,103572585,2024-01-04
14840,3,6962,2024-01-04T01:15:25Z,NA,275,5915066,7380165,2024-01-04
14835,3,4250,2024-01-04T00:59:32Z,NA,1228,22508688,24813192,2024-01-04
14838,3,3970,2024-01-04T01:02:05Z,NA,1075,10000254,10702957,2024-01-04
14830,3,8454,2024-01-04T00:43:34Z,NA,2186,74795936,108541095,2024-01-04
14831,3,8923,2024-01-04T00:47:42Z,NA,1938,12181266,13936435,2024-01-04
14829,3,8616,2024-01-04T00:30:09Z,NA,2991,145291765,168189082,2024-01-04
14827,3,6848,2024-01-04T00:13:57Z,NA,3963,155246896,155873474,2024-01-04
14836,3,8355,2024-01-04T00:50:46Z,NA,1754,5147145,7284254,2024-01-04
14841,3,6137,2024-01-04T01:13:23Z,NA,397,33870287,46995026,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,4494,58668159,82552680,2024-01-04
14828,3,7963,2024-01-04T00:25:02Z,NA,3298,9348007,9653776,2024-01-04
14832,3,4395,2024-01-04T00:46:03Z,NA,2037,6814202,8735214,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,4715,59914590,87958514,2024-01-04
14833,3,8722,2024-01-04T00:58:44Z,NA,1876,385745815,1130860944,2024-01-04
14839,3,7413,2024-01-04T01:11:04Z,NA,1136,251078415,570640970,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,4695,29014853,36170815,2024-01-04
14842,3,9919,2024-01-04T01:22:41Z,NA,439,44997680,52577944,2024-01-04
14834,3,5856,2024-01-04T00:52:58Z,NA,2222,38384676,40726764,2024-01-04
14837,3,7842,2024-01-04T01:00:19Z,NA,1781,32246301,36154377,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,5293,144652537,212087816,2024-01-04
14840,3,6962,2024-01-04T01:15:25Z,NA,875,13569232,15726281,2024-01-04
14835,3,4250,2024-01-04T00:59:32Z,NA,1828,31332282,33622452,2024-01-04
14838,3,3970,2024-01-04T01:02:05Z,NA,1675,11926056,14940629,2024-01-04
14830,3,8454,2024-01-04T00:43:34Z,NA,2786,112905300,154493432,2024-01-04
14831,3,8923,2024-01-04T00:47:42Z,NA,2538,5478531,6139680,2024-01-04
14829,3,8616,2024-01-04T00:30:09Z,NA,3591,224666715,269509797,2024-01-04
14827,3,6848,2024-01-04T00:13:57Z,NA,4563,186327710,230945530,2024-01-04
14836,3,8355,2024-01-04T00:50:46Z,NA,2354,10719042,15527990,2024-01-04
14841,3,6137,2024-01-04T01:13:23Z,NA,997,84824443,111992951,2024-01-04
14824,3,6457,2024-01-04T00:05:06Z,NA,5094,50300924,55187487,2024-01-04
14828,3,7963,2024-01-04T00:25:02Z,NA,3898,48508159,68036006,2024-01-04
14832,3,4395,2024-01-04T00:46:03Z,NA,2637,8168461,8850491,2024-01-04
14843,3,5814,2024-01-04T01:23:13Z,NA,407,23996840,33443713,2024-01-04
14844,3,4705,2024-01-04T01:20:10Z,NA,590,34994762,51323023,2024-01-04
14825,3,5052,2024-01-04T00:01:25Z,NA,5315,94332615,99137208,2024-01-04
14845,3,5925,2024-01-04T01:39:47Z,NA,13,166170,219968,2024-01-04
14833,3,8722,2024-01-04T00:58:44Z,NA,2476,672764884,1253624686,2024-01-04
14839,3,7413,2024-01-04T01:11:04Z,NA,1736,400782981,994574922,2024-01-04
14846,3,9588,2024-01-04T01:32:01Z,NA,479,6845413,7874145,2024-01-04
14826,3,6213,2024-01-04T00:11:45Z,NA,5295,80881970,87670236,2024-01-04
14842,3,9919,2024-01-04T01:22:41Z,NA,1039,83440146,117258286,2024-01-04
14834,3,5856,2024-01-04T00:52:58Z,NA,2822,75189286,89542300,2024-01-04
14837,3,7842,2024-01-04T01:00:19Z,NA,2381,36134561,50764430,2024-01-04
14823,3,6162,2024-01-04T00:01:47Z,NA,5893,268610000,269515776,2024-01-04
14840,3,6962,2024-01-04T01:15:25Z,NA,1475,12773199,17361777,2024-01-04
14835,3,4250,2024-01-04T00:59:32Z,NA,2428,29696774,41102266,2024-01-04
