IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14381,3,4187,02-01-2024 08:23:07,,20213,105982952,133797685
14404,3,3817,02-01-2024 10:29:07,,12653,740401260,1093646950
14436,3,5548,02-01-2024 13:31:24,,1716,26898591,27519607
14307,3,7687,02-01-2024 00:07:34,,49946,593622613,663497902
14331,3,8998,02-01-2024 03:13:01,,38819,861032387,1031256301
14391,3,4293,02-01-2024 09:48:22,,15098,99793611,120986755
14408,3,9588,02-01-2024 10:46:27,,11613,385728563,539735361
14435,3,4338,02-01-2024 13:20:58,,2342,18127978,25256805
14320,3,8517,02-01-2024 01:11:44,,46096,1349105295,1759154464
14394,3,9583,02-01-2024 09:52:23,,14857,248730792,359029797
14362,3,9419,02-01-2024 06:21:10,,27530,340621412,424131747
14290,3,7098,01-01-2024 22:24:12,,56148,719127943,775792224
14382,3,6232,02-01-2024 08:30:44,,19756,332110404,341669959
14308,3,4433,02-01-2024 00:03:34,,50186,12019647137,29898779853
14298,3,9718,01-01-2024 22:55:50,,54250,2934092275,3087539158
14347,3,8862,02-01-2024 04:52:17,,32863,1180016474,1469815650
14413,3,8053,02-01-2024 11:39:48,,8412,52103475,75858135
14309,3,9108,02-01-2024 00:06:32,,50008,1041373917,1229184335
14367,3,9634,02-01-2024 07:16:05,,24235,225263730,228108720
14415,3,7595,02-01-2024 11:41:16,,8324,58778480,78075934
14332,3,7505,02-01-2024 03:12:51,,38829,2519812039,2979144245
14328,3,8465,02-01-2024 02:02:32,,43048,681890201,909050898
14426,3,4992,02-01-2024 12:41:19,,4721,191727572,194103531
14373,3,8160,02-01-2024 07:42:18,,22662,945006759,1003183448
14386,3,8739,02-01-2024 09:26:42,,16398,3295524455,7781660698
14392,3,5241,02-01-2024 09:45:19,,15281,298730005,396649610
14333,3,6646,02-01-2024 03:20:26,,38374,2501123906,2598846114
14366,3,7795,02-01-2024 07:08:40,,24680,109624792,141621254
14383,3,9365,02-01-2024 08:56:03,,18237,176751432,215098854
14326,3,7013,02-01-2024 01:54:14,,43546,709895119,918582849
14349,3,8861,02-01-2024 05:03:48,,32172,317469091,332325925
14337,3,5856,02-01-2024 04:09:39,,35421,1323991063,1888616153
14432,3,8818,02-01-2024 13:17:48,,2532,33752058,35579158
14417,3,8490,02-01-2024 11:58:02,,7318,93299559,101574599
14414,3,7719,02-01-2024 11:38:33,,8487,562032112,595334101
14405,3,4769,02-01-2024 10:23:43,,12977,493442571,561130585
14274,3,8902,01-01-2024 21:06:14,,60826,2011292566,2847377604
14430,3,7221,02-01-2024 13:04:03,,3357,82744167,110066622
14409,3,8624,02-01-2024 10:41:43,,11897,757367639,808496708
14377,3,4116,02-01-2024 08:07:36,,21144,976562375,1374316803
14410,3,8770,02-01-2024 10:41:41,,11899,209111947,294771212
14406,3,9225,02-01-2024 10:22:49,,13031,2965820347,5611007459
14342,3,8953,02-01-2024 04:39:36,,33624,267985578,325031501
14395,3,7861,02-01-2024 09:59:14,,14446,81614838,83930766
14372,3,9878,02-01-2024 07:35:06,,23094,186995319,232504366
14339,3,8483,02-01-2024 04:17:18,,34962,293334029,358711943
14314,3,6789,02-01-2024 00:16:49,,49391,321230680,380556438
14393,3,8841,02-01-2024 09:44:51,,15309,4174825030,8624409560
14439,3,4731,02-01-2024 13:53:05,,415,5114952,5743442
14396,3,6998,02-01-2024 09:52:31,,14849,460553357,549428081
14433,3,9733,02-01-2024 13:19:13,,2447,24199786,27538935
14411,3,4573,02-01-2024 11:01:13,,10727,213578844,313364961
14370,3,6454,02-01-2024 07:27:37,,23543,1134385820,1219274670
14401,3,6938,02-01-2024 10:18:10,,13310,13902211,20201563
14346,3,7587,02-01-2024 04:42:08,,33472,174016289,197379497
14402,3,4968,02-01-2024 10:11:19,,13721,143205826,167106931
14354,3,8271,02-01-2024 05:22:41,,31039,516523176,554163829
14398,3,6705,02-01-2024 10:03:11,,14209,144597077,147645439
14438,3,6065,02-01-2024 13:42:44,,1036,102651264,142223422
14318,3,6869,02-01-2024 00:59:09,,46851,1242665770,1584420862
14434,3,8220,02-01-2024 13:19:04,,2456,596259875,1491264397
14399,3,4250,02-01-2024 10:06:29,,14011,79384973,116537284
14371,3,3970,02-01-2024 07:20:48,,23952,34879756,38575020
14387,3,9428,02-01-2024 09:27:42,,16338,401437030,530635097
14428,3,8454,02-01-2024 12:52:37,,4043,59589501,87791867
14429,3,4941,02-01-2024 12:53:19,,4001,82179015,105628841
14384,3,8616,02-01-2024 09:13:55,,17165,1433698526,1553985564
14422,3,7461,02-01-2024 12:15:04,,6296,61741520,76978689
14285,3,8983,01-01-2024 21:54:07,,57953,8010869891,21815758109
14350,3,4199,02-01-2024 05:06:50,,31990,247091342,250746573
14375,3,8290,02-01-2024 07:50:07,,22193,291326190,360064105
14338,3,5597,02-01-2024 04:06:16,,35624,340989968,429909571
14277,3,9831,01-01-2024 21:37:48,,58932,2899479764,3093004891
14351,3,3913,02-01-2024 05:11:08,,31732,1848475145,2043075612
14421,3,5828,02-01-2024 12:05:47,,6853,292707221,403502370
14302,3,8216,01-01-2024 23:33:46,,51974,1415893978,2019774465
14357,3,7156,02-01-2024 05:32:22,,30458,898742136,981833902
14416,3,5552,02-01-2024 11:42:11,,8269,917024209,1010871051
14431,3,7247,02-01-2024 13:01:06,,3534,129927934,134737230
14341,3,8724,02-01-2024 04:28:41,,34279,1203048796,1433101290
14419,3,9139,02-01-2024 11:55:13,,7487,24877012,34733436
14380,3,8350,02-01-2024 08:18:26,,20494,579642981,818629423
14397,3,7593,02-01-2024 09:54:21,,14739,1765555636,3345976765
14403,3,8355,02-01-2024 10:18:24,,13296,24945250,31916287
14388,3,6516,02-01-2024 09:27:39,,16341,668550758,969104353
14420,3,7959,02-01-2024 11:59:00,,7260,249884870,361774615
14385,3,7971,02-01-2024 09:19:29,,16831,76717223,105431044
14361,3,4626,02-01-2024 05:51:37,,29303,503533000,519560970
14424,3,5912,02-01-2024 12:23:03,,5817,70698046,92201227
14437,3,4894,02-01-2024 13:38:19,,1301,64097286,93641870
14440,3,5168,02-01-2024 13:55:49,,251,30926114,35415105
14352,3,8641,02-01-2024 05:12:02,,31678,716290405,974776474
14364,3,4705,02-01-2024 06:35:08,,26692,950783523,1104278937
14379,3,5052,02-01-2024 08:01:08,02-01-2024 13:59:02,21474,474184147,680500066
14325,3,4076,02-01-2024 01:42:58,,44222,750312755,916093851
14412,3,7804,02-01-2024 11:06:36,,10404,282486766,327210163
14317,3,4586,02-01-2024 00:43:09,,47811,571827179,827107943
14365,3,5482,02-01-2024 06:45:20,,26080,113068367,155389450
14427,3,6599,02-01-2024 12:43:51,,4569,1376270415,2678719560
14286,3,9132,01-01-2024 21:54:08,,57952,1619739234,2161597502
14300,3,5876,01-01-2024 23:23:32,,52588,540962800,731783116
14425,3,8535,02-01-2024 12:30:32,,5368,53776725,55134250
14407,3,7726,02-01-2024 10:33:37,,12383,352036236,412899601
14323,3,9377,02-01-2024 01:24:54,,45306,27960588786,58366209989
IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14381,3,4187,02-01-2024 08:23:07,,20813,125847530,170259941
14404,3,3817,02-01-2024 10:29:07,,13253,906731482,951677724
14436,3,5548,02-01-2024 13:31:24,,2316,28024987,39859736
14307,3,7687,02-01-2024 00:07:34,,50546,542683564,663841763
14331,3,8998,02-01-2024 03:13:01,,39419,1093036794,1294776851
14391,3,4293,02-01-2024 09:48:22,,15698,33371705,42630745
14408,3,9588,02-01-2024 10:46:27,,12213,393964549,410498829
14435,3,4338,02-01-2024 13:20:58,,2942,21922273,31963459
14320,3,8517,02-01-2024 01:11:44,,46696,1434083960,2104536737
14394,3,9583,02-01-2024 09:52:23,,15457,373749518,476063585
14362,3,9419,02-01-2024 06:21:10,,28130,94055490,109537623
14290,3,7098,01-01-2024 22:24:12,,56748,560403840,795838902
14382,3,6232,02-01-2024 08:30:44,,20356,319597564,345007962
14308,3,4433,02-01-2024 00:03:34,,50786,13375100623,31670606471
14298,3,9718,01-01-2024 22:55:50,,54850,2912867807,3815958496
14347,3,8862,02-01-2024 04:52:17,,33463,1371925747,1379712564
14413,3,8053,02-01-2024 11:39:48,,9012,55533673,75599467
14309,3,9108,02-01-2024 00:06:32,,50608,769592358,857650411
14367,3,9634,02-01-2024 07:16:05,,24835,117642004,156325444
14415,3,7595,02-01-2024 11:41:16,,8924,98272685,138360927
14332,3,7505,02-01-2024 03:12:51,,39429,3021497810,3280954970
14328,3,8465,02-01-2024 02:02:32,,43648,805979221,951507747
14426,3,4992,02-01-2024 12:41:19,,5321,234314123,295127693
14373,3,8160,02-01-2024 07:42:18,,23262,707166163,760957355
14386,3,8739,02-01-2024 09:26:42,,16998,4072502669,8124298948
14392,3,5241,02-01-2024 09:45:19,,15881,61927339,68464233
14333,3,6646,02-01-2024 03:20:26,,38974,2147230649,2811620405
14366,3,7795,02-01-2024 07:08:40,,25280,234771530,245846576
14383,3,9365,02-01-2024 08:56:03,,18837,296049585,388667694
14326,3,7013,02-01-2024 01:54:14,,44146,835014746,1118988073
14349,3,8861,02-01-2024 05:03:48,,32772,303660068,311283206
14337,3,5856,02-01-2024 04:09:39,,36021,1352026291,1846892719
14432,3,8818,02-01-2024 13:17:48,,3132,35785199,36786541
14417,3,8490,02-01-2024 11:58:02,,7918,85624425,98194761
14414,3,7719,02-01-2024 11:38:33,,9087,503215596,620382293
14405,3,4769,02-01-2024 10:23:43,,13577,439405631,590210137
14274,3,8902,01-01-2024 21:06:14,,61426,2717153794,3092212601
14430,3,7221,02-01-2024 13:04:03,,3957,124321170,163263527
14409,3,8624,02-01-2024 10:41:43,,12497,701668439,909190605
14377,3,4116,02-01-2024 08:07:36,,21744,1175272183,1254764114
14410,3,8770,02-01-2024 10:41:41,,12499,232354324,271942127
14406,3,9225,02-01-2024 10:22:49,,13631,2602644162,5784801922
14342,3,8953,02-01-2024 04:39:36,,34224,929836709,1212725368
14395,3,7861,02-01-2024 09:59:14,,15046,35209819,36037708
