IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
15537,3,5925,07-01-2024 00:09:41,,57019,870781973,1289004404
15606,3,8722,07-01-2024 08:26:32,,27208,7318527559,14404123315
15677,3,3817,07-01-2024 14:49:08,,4252,49047019,67922499
15594,3,8434,07-01-2024 06:47:24,,33156,425816962,433857081
15669,3,7687,07-01-2024 13:56:06,,7434,266877398,362926081
15693,3,6310,07-01-2024 15:50:53,,547,20988870,28695696
15638,3,7413,07-01-2024 10:51:11,,18529,3204246095,8074904676
15670,3,9588,07-01-2024 14:06:21,,6819,126184003,131225276
15621,3,4338,07-01-2024 09:50:54,,22146,103934546,143794100
15690,3,6208,07-01-2024 15:49:56,,604,19875658,23484345
15646,3,9583,07-01-2024 11:38:04,,15716,971465485,1452665870
15571,3,9419,07-01-2024 04:26:07,,41633,425392576,464165236
15562,3,4433,07-01-2024 02:58:43,,46877,8543086734,21518175957
15647,3,5285,07-01-2024 11:36:47,,15793,311398791,336575647
15694,3,9718,07-01-2024 15:56:08,,232,8351882,8438500
15648,3,4207,07-01-2024 11:35:30,,15870,1616402069,1632775135
15691,3,4343,07-01-2024 15:45:13,,887,39514957,56374758
15590,3,7505,07-01-2024 06:12:57,,35223,2228093012,2744294085
15667,3,9840,07-01-2024 13:44:04,,8156,411112809,517697596
15650,3,7926,07-01-2024 11:40:36,,15564,286550524,364537512
15580,3,8465,07-01-2024 05:16:06,,38634,1423179370,2002733321
15656,3,6453,07-01-2024 12:09:27,,13833,49431315,67528761
15658,3,4564,07-01-2024 12:12:12,,13668,175347658,204130752
15552,3,8160,07-01-2024 01:47:05,,51175,2134742344,2165464279
15695,3,9919,07-01-2024 15:56:07,,233,7844362,9049211
15679,3,5424,07-01-2024 15:07:16,,3164,64708362,96166160
15641,3,9040,07-01-2024 11:16:14,,17026,932065262,1153655452
15663,3,6892,07-01-2024 12:41:26,,11914,715637284,773191537
15586,3,8872,07-01-2024 05:53:22,,36398,2646411777,3192436319
15631,3,5241,07-01-2024 10:27:25,,19955,2334292913,2518466002
15572,3,7013,07-01-2024 04:27:15,,41565,582901721,710553285
15613,3,8861,07-01-2024 09:19:21,,24039,201291426,227105793
15632,3,8417,07-01-2024 10:23:36,,20184,1375212275,1450018126
15651,3,6970,07-01-2024 11:46:42,,15198,152045436,204071595
15614,3,5570,07-01-2024 09:13:58,,24362,169065272,195251815
15612,3,9792,07-01-2024 09:03:29,,24991,1100442511,1428558306
15671,3,6439,07-01-2024 14:05:55,,6845,241613021,311768710
15609,3,4769,07-01-2024 08:50:41,,25759,804130994,1203564067
15601,3,4116,07-01-2024 07:29:26,,30634,1088653214,1453000765
15673,3,4011,07-01-2024 14:19:45,,6015,56027309,62562125
15687,3,6851,07-01-2024 15:20:40,,2360,7595326,7917107
15519,3,9225,06-01-2024 22:05:42,,64458,11587136918,28924953272
15625,3,7890,07-01-2024 10:17:11,,20569,276507012,397380667
15541,3,4026,07-01-2024 00:10:55,,56945,486366235,668397038
15665,3,4603,07-01-2024 13:31:43,,8897,6093421,7717879
15563,3,4355,07-01-2024 02:52:50,,47230,431763515,476964287
15626,3,4731,07-01-2024 10:19:36,,20424,123778816,162830656
15581,3,6448,07-01-2024 05:12:33,,38847,598461876,652408477
15676,3,6243,07-01-2024 14:33:19,,5201,2009257,2082911
15678,3,4573,07-01-2024 14:54:19,,3941,20477383,24368885
15684,3,6938,07-01-2024 15:17:07,,2573,3309142,3779760
15680,3,4968,07-01-2024 15:04:02,,3358,26687992,34703200
15627,3,6245,07-01-2024 10:13:20,,20800,242508644,311896453
15692,3,6962,07-01-2024 15:43:02,,1018,19851157,29705749
15528,3,6065,06-01-2024 22:50:51,,61749,4262710200,4561259281
15543,3,6832,07-01-2024 00:15:09,,56691,1258635008,1767433635
15579,3,6869,07-01-2024 05:01:49,,39491,834161760,847954844
15592,3,8220,07-01-2024 06:20:35,,34765,8825331411,18988188323
15660,3,4250,07-01-2024 12:21:45,,13095,88987783,92960183
15602,3,3970,07-01-2024 07:21:46,,31094,112554272,122330663
15675,3,7481,07-01-2024 14:29:18,,5442,119340789,128300463
15649,3,8188,07-01-2024 11:37:52,,15728,284342000,387132732
15642,3,8651,07-01-2024 11:26:33,,16407,176962558,217405959
15520,3,9428,06-01-2024 22:00:44,,64756,2200979944,3121303947
15605,3,8454,07-01-2024 08:04:40,,28520,567765853,792660326
15685,3,4689,07-01-2024 15:16:27,,2613,38447059,47200233
15603,3,5447,07-01-2024 07:36:20,,30220,6932392,8152665
15524,3,5217,06-01-2024 22:21:01,,63539,2533380294,2933472152
15596,3,8290,07-01-2024 06:42:14,,33466,351403344,406032796
15568,3,8829,07-01-2024 03:54:35,,43525,868060262,892103615
15659,3,5552,07-01-2024 12:18:37,,13283,345243919,359614529
15604,3,6788,07-01-2024 07:56:22,,29018,1536245339,2167366614
15668,3,9111,07-01-2024 13:49:38,,7822,719331279,916879382
15689,3,8719,07-01-2024 15:39:59,,1201,49715228,66942374
15664,3,6383,07-01-2024 12:54:23,,11137,274027942,370961590
15628,3,6652,07-01-2024 10:11:24,,20916,481001548,604979424
15629,3,8350,07-01-2024 10:16:18,,20622,433228976,515980202
15681,3,8170,07-01-2024 15:08:59,,3061,29166499,30581907
15643,3,4080,07-01-2024 11:25:25,,16475,1716585019,2395601854
15652,3,6516,07-01-2024 11:44:59,,15301,690847985,788430016
15644,3,9421,07-01-2024 11:21:23,,16717,298259028,432970041
15620,3,7042,07-01-2024 09:42:15,,22665,111550505,115010448
15686,3,8875,07-01-2024 15:15:19,,2681,13663948,17215870
15575,3,7971,07-01-2024 04:33:46,,41174,364345189,437258767
15639,3,4894,07-01-2024 10:59:29,,18031,1016313934,1303050315
15682,3,8958,07-01-2024 15:04:44,,3316,138630342,196108289
15672,3,8641,07-01-2024 14:06:41,,6799,166788294,219455555
15640,3,9219,07-01-2024 10:56:10,,18230,58570910,63392472
15674,3,4395,07-01-2024 14:13:03,,6417,42865873,55663402
15619,3,8354,07-01-2024 09:39:12,,22848,5842981409,17121983875
15566,3,4705,07-01-2024 03:37:30,,44550,1693945018,2364531980
15570,3,6954,07-01-2024 04:14:30,,42330,667162464,731873533
15683,3,4487,07-01-2024 15:06:41,,3199,17987222,20852971
15688,3,4989,07-01-2024 15:21:11,,2329,280932353,733922407
15666,3,5007,07-01-2024 13:33:50,,8770,152103982,161889925
15535,3,4331,06-01-2024 23:31:31,,59309,795760039,961268359
15630,3,4783,07-01-2024 10:19:53,,20407,64621248,90278459
15617,3,9539,07-01-2024 09:24:01,,23759,35966533,46746746
15589,3,6728,07-01-2024 06:07:09,,35571,2238790147,2261057264
15593,3,6841,07-01-2024 06:34:48,,33912,2037516628,2964477710
15560,3,4658,07-01-2024 02:28:35,,48685,25704291758,52570887351
15616,3,5876,07-01-2024 09:10:15,,24585,235626759,249833231
15645,3,9377,07-01-2024 11:21:23,,16717,10852630237,23152267257
IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
15537,3,5925,07-01-2024 00:09:41,,57619,911900357,1043418304
15606,3,8722,07-01-2024 08:26:32,,27808,5724436938,16767242546
15677,3,3817,07-01-2024 14:49:08,,4852,40669885,43810718
15594,3,8434,07-01-2024 06:47:24,,33756,828335684,919727091
15669,3,7687,07-01-2024 13:56:06,,8034,318904213,398270475
15693,3,6310,07-01-2024 15:50:53,,1147,56101903,56882144
15638,3,7413,07-01-2024 10:51:11,,19129,3753624846,10828532158
15670,3,9588,07-01-2024 14:06:21,,7419,133865497,194474109
15621,3,4338,07-01-2024 09:50:54,,22746,38762451,39010977
15690,3,6208,07-01-2024 15:49:56,,1204,41511485,41923962
15646,3,9583,07-01-2024 11:38:04,,16316,990901244,1380757673
15571,3,9419,07-01-2024 04:26:07,,42233,656163308,916646663
15562,3,4433,07-01-2024 02:58:43,,47477,9624443612,20981354786
15647,3,5285,07-01-2024 11:36:47,,16393,228200303,239528548
15694,3,9718,07-01-2024 15:56:08,,832,24208037,33422737
15648,3,4207,07-01-2024 11:35:30,,16470,1736227091,2029402771
15691,3,4343,07-01-2024 15:45:13,,1487,78493334,80736289
15590,3,7505,07-01-2024 06:12:57,,35823,1973266330,2276671894
15667,3,9840,07-01-2024 13:44:04,,8756,454550768,620064003
15650,3,7926,07-01-2024 11:40:36,,16164,310242345,314467758
15580,3,8465,07-01-2024 05:16:06,,39234,1560254049,1661700688
15656,3,6453,07-01-2024 12:09:27,,14433,10776557,11790549
15658,3,4564,07-01-2024 12:12:12,,14268,143311541,186656957
15552,3,8160,07-01-2024 01:47:05,,51775,1911750561,2742108742
15695,3,9919,07-01-2024 15:56:07,,833,34487146,36487048
15679,3,5424,07-01-2024 15:07:16,,3764,73055155,107985026
15641,3,9040,07-01-2024 11:16:14,,17626,848041541,1116461599
15663,3,6892,07-01-2024 12:41:26,,12514,693108501,954607604
15586,3,8872,07-01-2024 05:53:22,,36998,2617743810,2727685068
15631,3,5241,07-01-2024 10:27:25,,20555,2297566803,3023569407
15572,3,7013,07-01-2024 04:27:15,,42165,225706183,266499001
15613,3,8861,07-01-2024 09:19:21,,24639,157972256,219888518
15632,3,8417,07-01-2024 10:23:36,,20784,1352588828,1452789006
15651,3,6970,07-01-2024 11:46:42,,15798,450003347,492038117
15614,3,5570,07-01-2024 09:13:58,,24962,295817028,366139476
15612,3,9792,07-01-2024 09:03:29,,25591,1217099394,1592774283
15671,3,6439,07-01-2024 14:05:55,,7445,241092868,290145943
15609,3,4769,07-01-2024 08:50:41,,26359,1089714131,1124940781
15696,3,6361,07-01-2024 16:01:23,,517,16524033,21519696
15601,3,4116,07-01-2024 07:29:26,,31234,1031763031,1117315099
15673,3,4011,07-01-2024 14:19:45,,6615,11317926,14142724
15687,3,6851,07-01-2024 15:20:40,,2960,33896169,37214774
15519,3,9225,06-01-2024 22:05:42,,65058,16252887602,30336688835
