IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14381,3,4187,02-01-2024 08:23:07,,27413,131320147,173733051
14404,3,3817,02-01-2024 10:29:07,,19853,1360296287,1842484898
14436,3,5548,02-01-2024 13:31:24,,8916,98261432,117838179
14307,3,7687,02-01-2024 00:07:34,,57146,654141871,959167261
14331,3,8998,02-01-2024 03:13:01,,46019,1423383708,1863084754
14391,3,4293,02-01-2024 09:48:22,,22298,224541393,303278917
14435,3,4338,02-01-2024 13:20:58,,9542,105464152,123355375
14320,3,8517,02-01-2024 01:11:44,,53296,1398338190,1465148832
14394,3,9583,02-01-2024 09:52:23,,22057,323932440,468297028
14362,3,9419,02-01-2024 06:21:10,,34730,645013221,649747682
14290,3,7098,01-01-2024 22:24:12,,63348,639031702,890018977
14382,3,6232,02-01-2024 08:30:44,,26956,443825683,578973971
14308,3,4433,02-01-2024 00:03:34,,57386,11464626532,31859007041
14453,3,5285,02-01-2024 15:45:59,,841,18581318,20133868
14298,3,9718,01-01-2024 22:55:50,,61450,3139386363,3745267682
14347,3,8862,02-01-2024 04:52:17,,40063,1302014526,1942540667
14413,3,8053,02-01-2024 11:39:48,,15612,129204613,172297802
14309,3,9108,02-01-2024 00:06:32,,57208,973963863,977700937
14367,3,9634,02-01-2024 07:16:05,,31435,152660048,166451394
14415,3,7595,02-01-2024 11:41:16,,15524,164514861,187445086
14332,3,7505,02-01-2024 03:12:51,,46029,2923323606,3626678754
14328,3,8465,02-01-2024 02:02:32,,50248,1239992262,1397288551
14426,3,4992,02-01-2024 12:41:19,02-01-2024 15:56:21,11702,546606397,583463707
14373,3,8160,02-01-2024 07:42:18,,29862,1210163151,1557940532
14454,3,5424,02-01-2024 15:40:44,,1156,40768984,55130528
14386,3,8739,02-01-2024 09:26:42,,23598,5375059982,12411498758
14392,3,5241,02-01-2024 09:45:19,,22481,152973342,158940385
14333,3,6646,02-01-2024 03:20:26,,45574,2678720462,3281370834
14366,3,7795,02-01-2024 07:08:40,,31880,381764487,464985100
14383,3,9365,02-01-2024 08:56:03,,25437,258487020,346081909
14455,3,7013,02-01-2024 15:40:23,,1177,14215523,17838103
14349,3,8861,02-01-2024 05:03:48,,39372,502053267,618442750
14337,3,5856,02-01-2024 04:09:39,,42621,1641317812,2438437253
14432,3,8818,02-01-2024 13:17:48,,9732,168019288,170615401
14443,3,6439,02-01-2024 14:33:54,,5166,200950066,201009767
14417,3,8490,02-01-2024 11:58:02,,14518,327630712,458766926
14414,3,7719,02-01-2024 11:38:33,,15687,661488770,934975903
14405,3,4769,02-01-2024 10:23:43,,20177,743410345,969626737
14452,3,6269,02-01-2024 15:32:12,,1668,665221184,1376932926
14430,3,7221,02-01-2024 13:04:03,,10557,285384269,371640648
14409,3,8624,02-01-2024 10:41:43,,19097,1278890657,1361192858
14377,3,4116,02-01-2024 08:07:36,,28344,1322356401,1394849346
14410,3,8770,02-01-2024 10:41:41,,19099,443735305,529867858
14406,3,9225,02-01-2024 10:22:49,,20231,3139004560,8543300452
14342,3,8953,02-01-2024 04:39:36,,40824,980831053,1122410722
14395,3,7861,02-01-2024 09:59:14,,21646,259865004,284478565
14372,3,9878,02-01-2024 07:35:06,,30294,159205849,237438159
14339,3,8483,02-01-2024 04:17:18,,42162,631000259,937517853
14314,3,6789,02-01-2024 00:16:49,,56591,505417066,594528642
14393,3,8841,02-01-2024 09:44:51,,22509,4919813032,13596228858
14439,3,4731,02-01-2024 13:53:05,,7615,37167019,54793942
14444,3,6470,02-01-2024 14:33:26,,5194,205872084,217308145
14396,3,6998,02-01-2024 09:52:31,,22049,724089913,1008930514
14433,3,9733,02-01-2024 13:19:13,,9647,191762017,233596782
14411,3,4573,02-01-2024 11:01:13,,17927,680947507,866097154
14370,3,6454,02-01-2024 07:27:37,,30743,1264421250,1554757158
14447,3,6938,02-01-2024 14:44:08,,4552,4488948,4496566
14346,3,7587,02-01-2024 04:42:08,,40672,380267450,418299934
14402,3,4968,02-01-2024 10:11:19,,20921,296796806,311397717
14354,3,8271,02-01-2024 05:22:41,,38239,529729365,726867664
14438,3,6065,02-01-2024 13:42:44,,8236,722145302,913973718
14318,3,6869,02-01-2024 00:59:09,,54051,1125387286,1310458018
14434,3,8220,02-01-2024 13:19:04,,9656,2219479788,6098235011
14399,3,4250,02-01-2024 10:06:29,,21211,167366370,205879459
14371,3,3970,02-01-2024 07:20:48,02-01-2024 15:53:14,30746,188999936,217586838
14445,3,8651,02-01-2024 14:31:41,,5299,11955553,17058484
14387,3,9428,02-01-2024 09:27:42,,23538,572037773,823637045
14428,3,8454,02-01-2024 12:52:37,,11243,171864477,218245388
14384,3,8616,02-01-2024 09:13:55,,24365,1284999827,1508402256
14422,3,7461,02-01-2024 12:15:04,,13496,36615068,51307351
14285,3,8983,01-01-2024 21:54:07,,65153,10898082260,23250097549
14456,3,4199,02-01-2024 15:47:23,,757,18190412,26553670
14375,3,8290,02-01-2024 07:50:07,,29393,346702943,387989172
14338,3,5597,02-01-2024 04:06:16,,42824,464014572,522551139
14448,3,9831,02-01-2024 14:42:10,,4670,276176122,309209771
14351,3,3913,02-01-2024 05:11:08,,38932,2120613847,2555269835
14442,3,5955,02-01-2024 14:29:25,,5435,35168770,36342416
14421,3,5828,02-01-2024 12:05:47,,14053,354823617,376554213
14416,3,5552,02-01-2024 11:42:11,,15469,1377733009,1675082023
14431,3,7247,02-01-2024 13:01:06,,10734,391084224,492025927
14341,3,8724,02-01-2024 04:28:41,,41479,1648817701,1773977042
14419,3,9139,02-01-2024 11:55:13,,14687,330237277,402614842
14380,3,8350,02-01-2024 08:18:26,,27694,1030448757,1161753388
14403,3,8355,02-01-2024 10:18:24,,20496,79177458,118271507
14388,3,6516,02-01-2024 09:27:39,,23541,1165804236,1200547017
14449,3,6871,02-01-2024 14:56:01,,3839,99548087,106443294
14420,3,7959,02-01-2024 11:59:00,,14460,457445717,633418844
14385,3,7971,02-01-2024 09:19:29,,24031,365194596,378271654
14361,3,4626,02-01-2024 05:51:37,,36503,424399742,512630238
14424,3,5912,02-01-2024 12:23:03,,13017,300504256,311029246
14437,3,4894,02-01-2024 13:38:19,,8501,539787657,588589612
14440,3,5168,02-01-2024 13:55:49,,7451,1039219509,1084897352
14352,3,8641,02-01-2024 05:12:02,,38878,1131860238,1341437724
14450,3,9219,02-01-2024 14:51:41,,4099,28013962,34497007
14364,3,4705,02-01-2024 06:35:08,,33892,880523471,1168446204
14441,3,5052,02-01-2024 14:00:35,,7165,122380180,146636293
14451,3,9716,02-01-2024 15:06:28,,3212,77739970,101743610
14412,3,7804,02-01-2024 11:06:36,,17604,424632899,630499026
14446,3,4783,02-01-2024 14:33:08,,5212,55835178,82773082
14317,3,4586,02-01-2024 00:43:09,,55011,648015788,650680041
14365,3,5482,02-01-2024 06:45:20,,33280,232623323,300618332
