IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14967,3,5026,04-01-2024 16:15:55,,13445,60870476,65720050
14845,3,5925,04-01-2024 04:39:47,,55213,700221890,862361969
14833,3,8722,04-01-2024 03:58:44,,57676,11233848795,28536462042
14968,3,3817,04-01-2024 16:13:21,,13599,898451555,1057565579
14915,3,8434,04-01-2024 11:57:37,,28943,150305670,173991320
14995,3,9080,04-01-2024 18:46:52,,4388,310426216,402376635
14870,3,6906,04-01-2024 07:52:25,,43655,175089547,258472546
14877,3,4707,04-01-2024 08:36:43,,40997,466591634,627841079
14813,3,6310,04-01-2024 02:00:08,04-01-2024 19:59:40,64772,2838661646,4255271165
14848,3,6389,04-01-2024 04:43:06,,55014,23835773887,63037749960
14839,3,7413,04-01-2024 04:11:04,,56936,17171551767,39333198123
14859,3,4293,04-01-2024 05:41:57,,51483,545265982,817419068
14905,3,5195,04-01-2024 11:15:32,,31468,94440815,102359262
14879,3,3995,04-01-2024 08:45:21,,40479,52935588,63900283
14974,3,8517,04-01-2024 16:34:20,,12340,270766675,291666706
14954,3,6208,04-01-2024 15:10:57,,17343,540231272,645513641
14896,3,7037,04-01-2024 10:28:50,,34270,413355283,532741222
14923,3,4433,04-01-2024 12:24:01,,27359,6482132346,14580389379
14856,3,8862,04-01-2024 05:17:41,,52939,1560406370,2218133501
14983,3,8053,04-01-2024 17:39:18,,8442,98517409,125834632
14876,3,4207,04-01-2024 08:29:33,,41427,4908835722,5098508203
14883,3,9108,04-01-2024 08:50:51,,40149,515529986,708489129
14946,3,7595,04-01-2024 14:19:46,,20414,107351513,147263356
14880,3,4343,04-01-2024 08:49:11,04-01-2024 19:55:23,39972,2980308139,3445599498
14990,3,9601,04-01-2024 18:16:52,,6188,425221587,427917018
14987,3,7145,04-01-2024 18:02:07,,7073,517644112,628215090
14938,3,6453,04-01-2024 13:35:07,,23093,114918104,147575785
14972,3,6617,04-01-2024 16:25:52,,12848,387812829,544468829
14928,3,7938,04-01-2024 12:34:27,,26733,543875470,747133699
14826,3,6213,04-01-2024 03:11:45,,60495,790637598,1173344460
14916,3,8160,04-01-2024 11:51:50,,29290,599318605,733059657
14937,3,9919,04-01-2024 13:22:22,,23858,1231089612,1740307998
15000,3,5424,04-01-2024 19:12:28,,2852,19419354,27806055
14945,3,9040,04-01-2024 14:01:27,,21513,581643450,799477263
14992,3,6892,04-01-2024 18:38:21,,4899,310607161,387042096
14984,3,6646,04-01-2024 17:32:10,,8870,352069113,438849629
14906,3,7013,04-01-2024 11:15:32,,31468,873953123,1177139043
14977,3,8861,04-01-2024 16:47:35,,11545,37001836,50283888
14999,3,8417,04-01-2024 19:05:43,,3257,30603514,39434214
14960,3,4817,04-01-2024 15:41:46,,15494,2076653226,2302915205
14897,3,6970,04-01-2024 10:20:45,,34755,692565700,954641442
14969,3,9792,04-01-2024 16:11:16,,13724,822483108,1067796680
14975,3,6439,04-01-2024 16:39:22,,12038,322099196,372455759
14993,3,8569,04-01-2024 18:38:37,,4883,481547692,489462724
14998,3,6572,04-01-2024 18:55:56,,3844,90070135,99822096
14866,3,6361,04-01-2024 07:20:49,,45551,659831906,851448271
14809,3,8902,04-01-2024 01:33:50,,66370,2238408684,3251582993
14980,3,8687,04-01-2024 17:21:14,,9526,68495360,81230359
14991,3,4116,04-01-2024 18:18:04,,6116,254054119,370951003
14956,3,7890,04-01-2024 15:22:46,,16634,223285190,316925673
14872,3,4026,04-01-2024 07:59:12,,43248,316236229,450787759
14988,3,9023,04-01-2024 18:08:00,,6720,496731839,557201110
14913,3,6944,04-01-2024 11:49:11,,29449,583382843,801461565
14931,3,6454,04-01-2024 12:38:17,,26503,1010050018,1079462683
15005,3,6126,04-01-2024 19:39:26,,1234,72531778,75080078
14900,3,6938,04-01-2024 10:59:19,04-01-2024 19:59:03,32384,52177411,71095301
14852,3,8162,04-01-2024 05:06:24,,53616,1199710280,1256890828
15003,3,7587,04-01-2024 19:24:27,,2133,28018801,37978626
14943,3,9403,04-01-2024 13:50:23,,22177,593762365,729167344
14873,3,4273,04-01-2024 08:05:51,,42849,13748957542,31755093764
14909,3,4968,04-01-2024 11:32:35,,30445,634446467,635097878
14925,3,6239,04-01-2024 12:28:12,,27108,178942493,188281245
14891,3,9016,04-01-2024 10:19:43,,34817,1518642379,1906468628
14882,3,3830,04-01-2024 08:45:05,,40495,1901310239,2502049691
14950,3,8029,04-01-2024 14:20:23,,20377,142659267,173136329
14936,3,6065,04-01-2024 13:10:43,,24557,2211824440,3090802477
14921,3,6832,04-01-2024 12:17:13,,27767,345167648,395219395
14963,3,9997,04-01-2024 15:59:01,,14459,567626943,601629398
14835,3,4250,04-01-2024 03:59:32,,57628,692765606,810547649
14838,3,3970,04-01-2024 04:02:05,,57475,317484436,422276318
14961,3,5354,04-01-2024 15:43:12,,15408,278584304,311120806
14981,3,8402,04-01-2024 17:24:03,,9357,111768258,141321485
14994,3,7248,04-01-2024 18:30:47,,5353,349786162,470593095
14941,3,8188,04-01-2024 13:47:08,,22372,634940139,771510924
14996,3,8929,04-01-2024 18:43:35,,4585,387805460,402566244
14947,3,9573,04-01-2024 14:13:53,,20767,318925373,422078674
14964,3,8923,04-01-2024 15:51:17,,14923,81384953,85232288
14863,3,5447,04-01-2024 06:46:55,,47585,24990581,25029399
15007,3,7641,04-01-2024 19:43:30,,990,27743013,35555073
14889,3,3904,04-01-2024 09:47:22,,36758,11236213897,24783786217
14948,3,7757,04-01-2024 14:10:45,,20955,436852883,644556765
14932,3,4199,04-01-2024 12:46:31,,26009,338618739,344797774
14957,3,9831,04-01-2024 15:20:36,,16764,623151236,664207958
14958,3,9294,04-01-2024 15:28:22,,16298,395884715,503777186
14892,3,5828,04-01-2024 10:19:53,,34807,1253831780,1834869286
14939,3,8784,04-01-2024 13:34:01,,23159,2347777662,2712404684
14973,3,8193,04-01-2024 16:27:40,,12740,653539968,695325244
14997,3,7247,04-01-2024 18:42:57,,4623,406647502,544234339
14955,3,8724,04-01-2024 15:18:09,,16911,897217726,1214473606
14910,3,4547,04-01-2024 11:36:23,,30217,200709476,258531337
14890,3,8350,04-01-2024 10:07:04,,35576,817542259,1087997211
14851,3,6498,04-01-2024 04:59:50,,54010,1444966783,1587178864
14959,3,4222,04-01-2024 15:30:26,,16174,236855564,249034638
14965,3,8211,04-01-2024 15:53:30,,14790,62183443,92472345
14989,3,6871,04-01-2024 18:01:02,,7138,401077905,407988659
15006,3,7971,04-01-2024 19:30:20,,1780,3066190,3342507
14953,3,4626,04-01-2024 14:58:15,,18105,108558412,156855056
14911,3,5912,04-01-2024 11:33:15,,30405,1217034034,1728655849
14944,3,5168,04-01-2024 13:56:24,,21816,1868921053,2512289124
14922,3,7189,04-01-2024 12:19:28,,27632,8965451599,20445941524
14898,3,8492,04-01-2024 10:37:17,,33763,15246501979,30470589188
14824,3,6457,04-01-2024 03:05:06,,60894,3628406676,3732899778
14978,3,7963,04-01-2024 16:53:10,,11210,133821622,165406547
14933,3,6160,04-01-2024 12:47:40,,25940,272457552,408031995
14971,3,9219,04-01-2024 16:17:38,,13342,38244626,45596876
