IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14376,3,5026,02-01-2024 08:04:37,,6923,42325335,43496847
14381,3,4187,02-01-2024 08:23:07,,5813,22952278,34195942
14353,3,8532,02-01-2024 05:26:36,,16404,346053067,411269627
14327,3,5548,02-01-2024 02:06:00,,28440,322747722,337256755
14307,3,7687,02-01-2024 00:07:34,,35546,593113327,706337674
14331,3,8998,02-01-2024 03:13:01,,24419,602540297,708345116
14295,3,7141,01-01-2024 22:30:35,,41365,1516354058,1812058492
14391,3,4293,02-01-2024 09:48:22,,698,3145960,3823076
14320,3,8517,02-01-2024 01:11:44,,31696,936586613,1024630146
14394,3,9583,02-01-2024 09:52:23,,457,35212593,45334912
14362,3,9419,02-01-2024 06:21:10,,13130,158916055,179393489
14290,3,7098,01-01-2024 22:24:12,,41748,507895259,659371478
14382,3,6232,02-01-2024 08:30:44,,5356,92748940,95807503
14308,3,4433,02-01-2024 00:03:34,,35786,7616880830,21473460652
14298,3,9718,01-01-2024 22:55:50,,39850,2074586777,2666988486
14347,3,8862,02-01-2024 04:52:17,,18463,865635606,1093331687
14309,3,9108,02-01-2024 00:06:32,,35608,481639617,609866673
14367,3,9634,02-01-2024 07:16:05,,9835,155578058,228450035
14332,3,7505,02-01-2024 03:12:51,,24429,2087618257,2208603448
14328,3,8465,02-01-2024 02:02:32,,28648,670958785,895262814
14261,3,4992,01-01-2024 19:07:03,,53577,1398798470,2075153657
14310,3,6213,02-01-2024 00:05:25,,35675,332609668,419297608
14374,3,4880,02-01-2024 07:55:22,,7478,422017391,438345842
14373,3,8160,02-01-2024 07:42:18,,8262,140977279,172584182
14273,3,7493,01-01-2024 21:04:29,,46531,127644790,154943001
14386,3,8739,02-01-2024 09:26:42,,1998,440126348,1228791513
14392,3,5241,02-01-2024 09:45:19,,881,5659791,6904773
14333,3,6646,02-01-2024 03:20:26,,23974,1296446016,1650832249
14345,3,8143,02-01-2024 04:49:42,,18618,855387024,1069346890
14355,3,7410,02-01-2024 05:39:38,,15622,585523323,637937337
14366,3,7795,02-01-2024 07:08:40,,10280,163604324,196075408
14383,3,9365,02-01-2024 08:56:03,,3837,74698339,76243238
14326,3,7013,02-01-2024 01:54:14,,29146,409239734,512816043
14349,3,8861,02-01-2024 05:03:48,,17772,94871987,109813048
14337,3,5856,02-01-2024 04:09:39,,21021,1445895234,1470093083
14348,3,8417,02-01-2024 04:51:48,,18492,67263328,80432540
14270,3,5570,01-01-2024 20:56:54,,46986,382986983,433239002
14359,3,8818,02-01-2024 05:53:09,,14811,218059884,257436775
14279,3,8569,01-01-2024 21:40:15,,44385,1959603285,2310030475
14389,3,7719,02-01-2024 09:37:33,,1347,71160139,90370314
14274,3,8902,01-01-2024 21:06:14,,46426,2355207267,2403150452
14312,3,8624,02-01-2024 00:02:33,,35847,970879229,1146161827
14377,3,4116,02-01-2024 08:07:36,,6744,234512796,321688072
14229,3,6851,01-01-2024 15:06:57,,67983,658097224,702497591
14342,3,8953,02-01-2024 04:39:36,,19224,605066422,891730428
14395,3,7861,02-01-2024 09:59:14,,46,83137,99350
14372,3,9878,02-01-2024 07:35:06,,8694,79316760,92961185
14339,3,8483,02-01-2024 04:17:18,,20562,246072885,347848998
14314,3,6789,02-01-2024 00:16:49,,34991,284408131,290493711
14262,3,5972,01-01-2024 19:05:55,,53645,1433877926,2052553912
14393,3,8841,02-01-2024 09:44:51,,909,280330744,536842067
14267,3,6998,01-01-2024 20:31:04,02-01-2024 09:51:35,48031,1884333478,2368407471
14396,3,6998,02-01-2024 09:52:31,,449,14454163,19978877
14390,3,4573,02-01-2024 09:37:20,,1360,3906958,5181596
14370,3,6454,02-01-2024 07:27:37,,9143,348280873,488895258
14263,3,6927,01-01-2024 19:59:24,02-01-2024 09:54:05,50081,47901517,61189065
14346,3,7587,02-01-2024 04:42:08,,19072,122118477,171066093
14354,3,8271,02-01-2024 05:22:41,,16639,82193864,117150325
14340,3,6705,02-01-2024 04:19:38,,20422,1113919739,1530660372
14301,3,7987,01-01-2024 23:38:16,,37304,116916805,169100560
14321,3,6962,02-01-2024 01:27:29,,30751,372022747,486638875
14378,3,8029,02-01-2024 08:08:26,,6694,266802390,274324807
14356,3,6065,02-01-2024 05:32:30,,16050,1066929245,1246319527
14318,3,6869,02-01-2024 00:59:09,,32451,1068014198,1102076968
14371,3,3970,02-01-2024 07:20:48,,9552,14353760,20301923
14387,3,9428,02-01-2024 09:27:42,,1938,69719298,73271828
14335,3,8454,02-01-2024 03:31:57,,23283,849937682,933805428
14384,3,8616,02-01-2024 09:13:55,,2765,335891243,348823003
14285,3,8983,01-01-2024 21:54:07,,43553,6066128327,14354699184
14350,3,4199,02-01-2024 05:06:50,,17590,118657938,154474444
14375,3,8290,02-01-2024 07:50:07,,7793,80837464,88585009
14338,3,5597,02-01-2024 04:06:16,,21224,295900577,410870532
14277,3,9831,01-01-2024 21:37:48,,44532,1636212776,1753130671
14351,3,3913,02-01-2024 05:11:08,,17332,220824658,263362722
14302,3,8216,01-01-2024 23:33:46,,37574,1440823042,1472070087
14288,3,7009,01-01-2024 22:06:23,,42817,95977162,118288982
14357,3,7156,02-01-2024 05:32:22,,16058,440924607,458057707
14343,3,9111,02-01-2024 04:30:38,,19762,1407910262,1700136344
14341,3,8724,02-01-2024 04:28:41,,19879,633131251,783544824
14380,3,8350,02-01-2024 08:18:26,,6094,87261571,112111775
14264,3,7593,01-01-2024 19:50:32,02-01-2024 09:53:15,50563,3451767352,9892600526
14397,3,7593,02-01-2024 09:54:21,,339,44075746,93315804
14226,3,8355,01-01-2024 14:47:57,,69123,263671721,328324801
14299,3,4080,01-01-2024 23:20:26,,38374,2442398312,3012426881
14344,3,7085,02-01-2024 04:36:32,02-01-2024 09:58:47,19335,132427181,135881411
14388,3,6516,02-01-2024 09:27:39,,1941,78494440,81736002
14385,3,7971,02-01-2024 09:19:29,,2431,3722745,4989353
14361,3,4626,02-01-2024 05:51:37,,14903,355812084,448751585
14247,3,6371,01-01-2024 17:24:05,,59755,75972396,78294937
14352,3,8641,02-01-2024 05:12:02,,17278,169680521,220019654
14364,3,4705,02-01-2024 06:35:08,,12292,710093471,791385444
14336,3,4336,02-01-2024 03:45:04,,22496,1146875393,1296244801
14379,3,5052,02-01-2024 08:01:08,,7132,158032390,171292304
14325,3,4076,02-01-2024 01:42:58,,29822,542336401,762970182
14329,3,5007,02-01-2024 02:03:44,,28576,636047364,735504125
14317,3,4586,02-01-2024 00:43:09,,33411,458862748,688233761
14365,3,5482,02-01-2024 06:45:20,,11680,58010558,77742430
14286,3,9132,01-01-2024 21:54:08,,43552,1049226896,1416731823
14300,3,5876,01-01-2024 23:23:32,,38188,388880345,423872983
14257,3,7726,01-01-2024 18:40:16,,55184,3367646441,4615590349
14323,3,9377,02-01-2024 01:24:54,,30906,18949375052,35338941277
IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14376,3,5026,02-01-2024 08:04:37,,7523,51603778,53012680
14381,3,4187,02-01-2024 08:23:07,,6413,23486118,32336955
14353,3,8532,02-01-2024 05:26:36,,17004,311092603,446328044
14327,3,5548,02-01-2024 02:06:00,,29040,352791797,489305742
14307,3,7687,02-01-2024 00:07:34,,36146,481907511,543528384
14331,3,8998,02-01-2024 03:13:01,,25019,423352986,522759018
14295,3,7141,01-01-2024 22:30:35,,41965,1325893310,1797036094
14391,3,4293,02-01-2024 09:48:22,,1298,2628899,2954895
14320,3,8517,02-01-2024 01:11:44,,32296,902407486,1118466772
14394,3,9583,02-01-2024 09:52:23,,1057,84533150,94994127
14362,3,9419,02-01-2024 06:21:10,,13730,297113019,332072775
