IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14967,3,5026,04-01-2024 16:15:55,,35045,62837214,90806248
14968,3,3817,04-01-2024 16:13:21,,35199,1181063986,1543850090
14915,3,8434,04-01-2024 11:57:37,,50543,907862334,974039586
15068,3,4707,05-01-2024 01:39:47,,1213,10499136,11078785
15059,3,8998,05-01-2024 00:57:01,,3779,40119125,44320037
15009,3,7141,04-01-2024 20:10:21,,20979,590312948,599025091
15052,3,6389,04-01-2024 23:44:56,,8104,5019070860,11262033032
15038,3,7413,04-01-2024 22:39:03,,12057,2114814643,5399764721
15013,3,6736,04-01-2024 20:27:01,,19979,461585317,507086835
14974,3,8517,04-01-2024 16:34:20,,33940,420974698,442010388
15010,3,9410,04-01-2024 20:11:09,,20931,9368181570,20795885171
15030,3,9419,04-01-2024 21:54:50,,14710,293749408,335655066
14896,3,7037,04-01-2024 10:28:50,,55870,779032991,1075330412
14923,3,4433,04-01-2024 12:24:01,,48959,9530307276,27886162779
14876,3,4207,04-01-2024 08:29:33,,63027,5153190043,6940768240
15054,3,9108,05-01-2024 00:14:14,,6346,86638952,116049192
14946,3,7595,04-01-2024 14:19:46,,42014,976754311,1304379040
14987,3,7145,04-01-2024 18:02:07,,28673,2284485785,2898357451
15014,3,8465,04-01-2024 20:26:50,,19990,1202279182,1519604260
14938,3,6453,04-01-2024 13:35:07,,44693,172431868,183019259
14928,3,7938,04-01-2024 12:34:27,,48333,1107663559,1610778736
14916,3,8160,04-01-2024 11:51:50,,50890,1203526241,1577809286
14937,3,9919,04-01-2024 13:22:22,,45458,2967735446,3146249400
15000,3,5424,04-01-2024 19:12:28,,24452,117469654,172580213
14945,3,9040,04-01-2024 14:01:27,,43113,796031220,982568102
14992,3,6892,04-01-2024 18:38:21,,26499,1093261942,1502458866
15066,3,8872,05-01-2024 01:26:51,,1989,77726588,82476422
15040,3,6646,04-01-2024 22:46:27,,11613,679059172,876511098
15035,3,7795,04-01-2024 22:25:15,,12885,31288940,45277490
14906,3,7013,04-01-2024 11:15:32,,53068,1232984770,1801962506
14977,3,8861,04-01-2024 16:47:35,,33145,444888422,469009858
14999,3,8417,04-01-2024 19:05:43,,24857,218547332,317252812
14960,3,4817,04-01-2024 15:41:46,,37094,4306553951,4945487225
15029,3,5570,04-01-2024 21:44:26,,15334,132017502,163062603
14969,3,9792,04-01-2024 16:11:16,,35324,1494405196,1602538556
14975,3,6439,04-01-2024 16:39:22,05-01-2024 01:57:05,33463,696323172,744103708
15072,3,6439,05-01-2024 01:58:00,,120,4024726,6019696
14998,3,6572,04-01-2024 18:55:56,,25444,537509626,782292330
15031,3,6361,04-01-2024 21:59:00,,14460,60080375,78451468
15061,3,6765,05-01-2024 01:00:21,,3579,68508473,92221957
15044,3,7651,04-01-2024 23:03:55,,10565,3409564424,8148154719
15019,3,4008,04-01-2024 20:51:22,,18518,2091071733,2091406813
14980,3,8687,04-01-2024 17:21:14,,31126,622354687,675750331
14991,3,4116,04-01-2024 18:18:04,,27716,908258472,1343818079
15008,3,9225,04-01-2024 20:04:33,,21327,3231211040,8923048310
15055,3,8248,05-01-2024 00:10:36,,6564,21153505,21437328
14956,3,7890,04-01-2024 15:22:46,,38234,569186008,802726765
15020,3,7861,04-01-2024 20:51:54,,18486,265095094,345615321
15049,3,4026,04-01-2024 23:39:34,,8426,37309195,47762938
14988,3,9023,04-01-2024 18:08:00,,28320,2535935408,2813701171
15058,3,4731,05-01-2024 00:41:41,,4699,48970598,67684368
15023,3,6470,04-01-2024 21:17:19,,16961,616941296,821133810
15047,3,6430,04-01-2024 23:15:16,,9884,554495007,560804536
14913,3,6944,04-01-2024 11:49:11,,51049,1084878952,1429591526
15026,3,6448,04-01-2024 21:28:26,,16294,170205589,204625892
15036,3,9311,04-01-2024 22:21:29,,13111,350360247,419286984
15011,3,7046,04-01-2024 20:15:57,,20643,755705121,1037788328
15005,3,6126,04-01-2024 19:39:26,,22834,1137344019,1419224642
15024,3,6927,04-01-2024 21:18:29,,16891,28797743,34750874
15003,3,7587,04-01-2024 19:24:27,,23733,150961727,194240404
14943,3,9403,04-01-2024 13:50:23,,43777,429301226,613327093
14925,3,6239,04-01-2024 12:28:12,,48708,576744756,634571697
15048,3,6245,04-01-2024 23:18:47,,9673,338834164,419745133
15012,3,9223,04-01-2024 20:11:33,,20907,643189427,860523378
14891,3,9016,04-01-2024 10:19:43,,56417,3132336675,4055687694
14882,3,3830,04-01-2024 08:45:05,,62095,2449309603,3240228310
14921,3,6832,04-01-2024 12:17:13,,49367,897357945,1034728671
14963,3,9997,04-01-2024 15:59:01,,36059,794585262,1044281548
15056,3,3970,05-01-2024 00:17:13,,6167,3919123,5312534
15046,3,5153,04-01-2024 23:04:57,,10503,887504395,1181039722
15069,3,7481,05-01-2024 01:33:03,,1617,188261396,245348386
14961,3,5354,04-01-2024 15:43:12,,37008,544933293,776584318
14981,3,8402,04-01-2024 17:24:03,,30957,688626162,734360605
14994,3,7248,04-01-2024 18:30:47,,26953,1658959706,2078871461
15062,3,4941,05-01-2024 01:13:18,,2802,29223632,39039049
14996,3,8929,04-01-2024 18:43:35,,26185,738860191,892793582
15016,3,9057,04-01-2024 20:43:26,,18994,6088768493,11694823433
14947,3,9573,04-01-2024 14:13:53,,42367,618899120,750344657
14964,3,8923,04-01-2024 15:51:17,,36523,139738870,171732911
15039,3,5447,04-01-2024 22:33:51,,12369,2000657,2775654
15007,3,7641,04-01-2024 19:43:30,,22590,1010427200,1363658576
14948,3,7757,04-01-2024 14:10:45,,42555,781570574,1132845691
14932,3,4199,04-01-2024 12:46:31,,47609,965638159,1336916469
15050,3,5597,04-01-2024 23:38:09,,8511,102478179,116175250
14957,3,9831,04-01-2024 15:20:36,,38364,2064502234,2443652690
14939,3,8784,04-01-2024 13:34:01,,44759,2709526022,2966400571
15027,3,6848,04-01-2024 21:29:10,,16250,266658778,326907803
14973,3,8193,04-01-2024 16:27:40,,34340,807993847,1041154515
15067,3,9111,05-01-2024 01:24:52,,2108,115014337,140629302
15051,3,4547,04-01-2024 23:31:43,,8897,78046731,95570542
15063,3,8350,05-01-2024 01:14:52,,2708,71273674,77164390
15064,3,8170,05-01-2024 01:13:38,,2782,38331862,49545698
15042,3,6498,04-01-2024 22:41:33,,11907,299705074,349245119
14959,3,4222,04-01-2024 15:30:26,,37774,520776573,707590357
14965,3,8211,04-01-2024 15:53:30,05-01-2024 01:50:29,35819,248991572,264513150
14989,3,6871,04-01-2024 18:01:02,,28738,2698503788,3163397623
15021,3,7042,04-01-2024 21:00:31,,17969,170392518,199886102
15065,3,4059,05-01-2024 01:10:15,,2985,24262164,35256795
15033,3,8875,04-01-2024 22:09:56,,13804,117556324,142231121
15006,3,7971,04-01-2024 19:30:20,,23380,394835794,472423773
14953,3,4626,04-01-2024 14:58:15,,39705,739353440,859581641
14911,3,5912,04-01-2024 11:33:15,,52005,1490928933,2037488393
14944,3,5168,04-01-2024 13:56:24,,43416,1789312196,2473517522
14922,3,7189,04-01-2024 12:19:28,,49232,13483921375,39544742930
14898,3,8492,04-01-2024 10:37:17,,55363,15746865777,46658416258
15070,3,9566,05-01-2024 01:38:38,,1282,18169283,22217484
15028,3,7963,04-01-2024 21:26:33,,16407,187985936,207916543
15017,3,8641,04-01-2024 20:43:25,,18995,830073501,1057389013
14933,3,6160,04-01-2024 12:47:40,,47540,575235313,801536423
14971,3,9219,04-01-2024 16:17:38,,34942,65510185,90497200
15022,3,4843,04-01-2024 21:01:24,,17916,2838737238,6033534838
15060,3,8354,05-01-2024 00:51:54,,4086,1223837889,3494518126
15043,3,6619,04-01-2024 22:44:53,,11707,76700213,105137212
14949,3,5902,04-01-2024 14:11:51,,42489,1435024759,1725793141
15053,3,4336,05-01-2024 00:06:05,,6835,70009278,82705964
14982,3,8476,04-01-2024 17:23:37,,30983,763109955,1104994943
14962,3,4989,04-01-2024 15:41:10,,37130,4090238190,11840191410
14912,3,9716,04-01-2024 11:35:13,,51887,685812498,844585488
15025,3,4586,04-01-2024 21:18:18,,16902,232306201,262673955
14927,3,4538,04-01-2024 12:29:09,,48651,566007572,586479422
15004,3,5482,04-01-2024 19:23:27,,23793,178180033,218457771
15057,3,4145,05-01-2024 00:12:02,,6478,55038423,64591849
14914,3,6841,04-01-2024 11:44:26,,51334,1573540248,2183761486
15071,3,5483,05-01-2024 01:42:45,,1035,15784774,21984718
14985,3,4883,04-01-2024 17:34:05,,30355,14651710103,27767617590
15037,3,8977,04-01-2024 22:26:52,,12788,488820846,694639130
14902,3,5876,04-01-2024 10:56:26,,54214,749279345,946277285
14951,3,8535,04-01-2024 14:36:25,,41015,1056144851,1307860619
14966,3,9377,04-01-2024 15:57:33,,36147,21167495190,58520986478
IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx
14967,3,5026,04-01-2024 16:15:55,,35645,49569698,64017324
14968,3,3817,04-01-2024 16:13:21,,35799,1433195845,1448184379
14915,3,8434,04-01-2024 11:57:37,,51143,1252971235,1579386028
15068,3,4707,05-01-2024 01:39:47,,1813,5126433,6996131
15059,3,8998,05-01-2024 00:57:01,,4379,70562836,83742503
15009,3,7141,04-01-2024 20:10:21,,21579,555758732,703500497
15052,3,6389,04-01-2024 23:44:56,,8704,4302803880,10263394052
15038,3,7413,04-01-2024 22:39:03,,12657,2597096497,5826067795
15013,3,6736,04-01-2024 20:27:01,,20579,376369496,504914004
14974,3,8517,04-01-2024 16:34:20,,34540,228803960,326802835
15010,3,9410,04-01-2024 20:11:09,,21531,9368778411,19493777183
15030,3,9419,04-01-2024 21:54:50,,15310,78115033,115301242
14896,3,7037,04-01-2024 10:28:50,,56470,1186125859,1339039618
14923,3,4433,04-01-2024 12:24:01,,49559,11341927081,26114556947
14876,3,4207,04-01-2024 08:29:33,,63627,5187990684,6949997498
15054,3,9108,05-01-2024 00:14:14,,6946,83259094,120929083
14946,3,7595,04-01-2024 14:19:46,,42614,904403924,1253396279
14987,3,7145,04-01-2024 18:02:07,,29273,2311711572,2360195669
15014,3,8465,04-01-2024 20:26:50,,20590,1295567736,1381292431
14938,3,6453,04-01-2024 13:35:07,,45293,259575575,372156135
14928,3,7938,04-01-2024 12:34:27,,48933,1669225161,1770184766
14916,3,8160,04-01-2024 11:51:50,,51490,1050843415,1511876403
14937,3,9919,04-01-2024 13:22:22,,46058,2994925234,3631798001
15000,3,5424,04-01-2024 19:12:28,,25052,70421800,94226341
14945,3,9040,04-01-2024 14:01:27,,43713,1044381717,1446297829
14992,3,6892,04-01-2024 18:38:21,,27099,1042739002,1174362886
15066,3,8872,05-01-2024 01:26:51,,2589,107965893,155987893
15040,3,6646,04-01-2024 22:46:27,,12213,694741936,902818652
15035,3,7795,04-01-2024 22:25:15,,13485,91875206,134666586
14906,3,7013,04-01-2024 11:15:32,,53668,647826006,950677053
14977,3,8861,04-01-2024 16:47:35,,33745,360145750,375056929
