IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx,date
15564,3,8616,2024-01-07T00:08:39Z,NA,81,3714102,3730719,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,681,47298769,53645286,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,349,15731961,19626189,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,1281,55310822,65862512,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,949,38463790,54020363,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,1881,86573648,109039015,2024-01-07
15566,3,4705,2024-01-07T00:37:30Z,NA,150,7653188,9750411,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,1549,65783901,88664879,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,2481,110988509,134380673,2024-01-07
15566,3,4705,2024-01-07T00:37:30Z,NA,750,52901552,56743587,2024-01-07
15567,3,5482,2024-01-07T00:45:52Z,NA,248,3072487,4114916,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,2149,59120361,85162867,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,3081,178077674,238880832,2024-01-07
15568,3,8829,2024-01-07T00:54:35Z,NA,325,10458495,12152653,2024-01-07
15566,3,4705,2024-01-07T00:37:30Z,NA,1350,83620623,89308440,2024-01-07
15567,3,5482,2024-01-07T00:45:52Z,NA,848,8932685,12034161,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,2749,146508423,217797158,2024-01-07
15569,3,8220,2024-01-07T01:02:00Z,NA,480,121813442,293372897,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,3681,183054655,239156983,2024-01-07
15568,3,8829,2024-01-07T00:54:35Z,NA,925,22208774,29370565,2024-01-07
15566,3,4705,2024-01-07T00:37:30Z,NA,1950,111490217,128465932,2024-01-07
15567,3,5482,2024-01-07T00:45:52Z,NA,1448,29245155,29635245,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,3349,114452577,167600745,2024-01-07
15569,3,8220,2024-01-07T01:02:00Z,NA,1080,273546061,818332660,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,4281,263690768,290553143,2024-01-07
15568,3,8829,2024-01-07T00:54:35Z,NA,1525,49579739,65132504,2024-01-07
15566,3,4705,2024-01-07T00:37:30Z,NA,2550,143868987,156914475,2024-01-07
15570,3,6954,2024-01-07T01:14:30Z,NA,330,9899870,10315058,2024-01-07
15567,3,5482,2024-01-07T00:45:52Z,NA,2048,30324538,36531462,2024-01-07
15571,3,9419,2024-01-07T01:26:07Z,NA,233,2113236,2559054,2024-01-07
15572,3,7013,2024-01-07T01:27:15Z,NA,165,4714059,4904155,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,3949,218690428,279508266,2024-01-07
15569,3,8220,2024-01-07T01:02:00Z,NA,1680,413408037,1092362120,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,4881,343069476,395689307,2024-01-07
15568,3,8829,2024-01-07T00:54:35Z,NA,2125,45666326,63371084,2024-01-07
15573,3,5814,2024-01-07T01:25:24Z,NA,276,18704276,18931033,2024-01-07
15566,3,4705,2024-01-07T00:37:30Z,NA,3150,170391564,187775197,2024-01-07
15570,3,6954,2024-01-07T01:14:30Z,NA,930,23078800,31083998,2024-01-07
15574,3,5151,2024-01-07T01:28:14Z,NA,106,25543975,51020560,2024-01-07
15567,3,5482,2024-01-07T00:45:52Z,NA,2648,30469041,35863680,2024-01-07
15571,3,9419,2024-01-07T01:26:07Z,NA,833,5379138,6285996,2024-01-07
15572,3,7013,2024-01-07T01:27:15Z,NA,765,14579919,21572427,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,4549,144941360,191904438,2024-01-07
15569,3,8220,2024-01-07T01:02:00Z,NA,2280,576972951,1250475828,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,5481,274516725,387697795,2024-01-07
15568,3,8829,2024-01-07T00:54:35Z,NA,2725,70361791,87269475,2024-01-07
15575,3,7971,2024-01-07T01:33:46Z,NA,374,2023712,2518335,2024-01-07
15573,3,5814,2024-01-07T01:25:24Z,NA,876,55456614,72431607,2024-01-07
15566,3,4705,2024-01-07T00:37:30Z,NA,3750,179184995,258785715,2024-01-07
15570,3,6954,2024-01-07T01:14:30Z,NA,1530,34197558,47141497,2024-01-07
15574,3,5151,2024-01-07T01:28:14Z,NA,706,192541967,403709194,2024-01-07
15567,3,5482,2024-01-07T00:45:52Z,NA,3248,68819990,68952037,2024-01-07
15571,3,9419,2024-01-07T01:26:07Z,NA,1433,36018656,41157256,2024-01-07
15572,3,7013,2024-01-07T01:27:15Z,NA,1365,14803508,21063228,2024-01-07
15565,3,8624,2024-01-07T00:24:11Z,NA,5149,174150482,198474740,2024-01-07
15569,3,8220,2024-01-07T01:02:00Z,NA,2880,631815444,1702029910,2024-01-07
15564,3,8616,2024-01-07T00:08:39Z,NA,6081,299134548,383059790,2024-01-07
15568,3,8829,2024-01-07T00:54:35Z,NA,3325,78098714,108638898,2024-01-07
15575,3,7971,2024-01-07T01:33:46Z,NA,974,12592876,16301746,2024-01-07
15576,3,7500,2024-01-07T01:40:33Z,NA,567,17631082,18372671,2024-01-07
