"IdSubscriber","date","Hour","UpTx","DownTx","is_hacked"
8770,"2024-01-01",4,2260530,3382773,FALSE
6430,"2024-01-01",4,4442017,6660681,FALSE
4689,"2024-01-01",4,1993745,2276912,FALSE
6680,"2024-01-01",4,25441095,26354428,FALSE
6162,"2024-01-01",4,1346465,1892835,FALSE
8770,"2024-01-01",4,8005541,10448850,FALSE
6430,"2024-01-01",4,28888643,37114917,FALSE
7987,"2024-01-01",4,1020130,1047423,FALSE
4689,"2024-01-01",4,3684395,5224059,FALSE
6848,"2024-01-01",4,598682,601470,FALSE
5483,"2024-01-01",4,486099,630669,FALSE
3817,"2024-01-01",4,2933699,3022170,FALSE
6680,"2024-01-01",4,61859132,82395421,FALSE
6162,"2024-01-01",4,9268723,10294431,FALSE
8770,"2024-01-01",4,30064437,30200036,FALSE
6430,"2024-01-01",4,87209121,91205109,FALSE
7987,"2024-01-01",4,9615336,11565101,FALSE
4689,"2024-01-01",4,5107015,6177915,FALSE
6848,"2024-01-01",4,10858083,11000396,FALSE
5483,"2024-01-01",4,9847379,11836671,FALSE
3817,"2024-01-01",4,2203235,2996830,FALSE
6736,"2024-01-01",4,546528,746048,FALSE
6680,"2024-01-01",4,47370221,60192515,FALSE
8465,"2024-01-01",4,398430,487847,FALSE
7410,"2024-01-01",4,3137659,4375139,FALSE
6162,"2024-01-01",4,4384333,6509957,FALSE
8770,"2024-01-01",4,35672130,36932999,FALSE
6430,"2024-01-01",4,139752607,163348774,FALSE
7987,"2024-01-01",4,9277055,12138262,FALSE
4689,"2024-01-01",4,21544726,28141799,FALSE
5955,"2024-01-01",4,1133619,1387794,FALSE
6848,"2024-01-01",4,14318425,17999251,FALSE
8958,"2024-01-01",4,22908822,26108416,FALSE
5483,"2024-01-01",4,10497387,10743755,FALSE
3817,"2024-01-01",4,5321798,7334844,FALSE
6736,"2024-01-01",4,626044,834663,FALSE
6680,"2024-01-01",4,100274984,117374434,FALSE
8465,"2024-01-01",4,1823479,2431003,FALSE
7410,"2024-01-01",4,4694084,6597737,FALSE
6162,"2024-01-01",4,4788573,5012259,FALSE
8770,"2024-01-01",4,63898324,87217095,FALSE
6430,"2024-01-01",4,112622194,127169083,FALSE
7987,"2024-01-01",4,14521339,20065625,FALSE
4689,"2024-01-01",4,26964920,29972202,FALSE
5955,"2024-01-01",4,1352453,1955458,FALSE
6848,"2024-01-01",4,4047018,4589066,FALSE
8958,"2024-01-01",4,41971103,61016360,FALSE
5483,"2024-01-01",4,10186220,11671320,FALSE
3817,"2024-01-01",4,5852642,8721223,FALSE
6736,"2024-01-01",4,1086132,1279510,FALSE
6680,"2024-01-01",4,57064974,71290146,FALSE
8465,"2024-01-01",4,19912543,24183853,FALSE
7410,"2024-01-01",4,6161052,7948005,FALSE
6162,"2024-01-01",4,5275931,6840441,FALSE
8770,"2024-01-01",4,36184060,38101664,FALSE
