"IdSubscriber","date","Hour","UpTx","DownTx","is_hacked"
5026,"2024-01-02",5,2898507,3654834,FALSE
4116,"2024-01-02",5,4988102,5593574,FALSE
8029,"2024-01-02",5,2949912,3307692,FALSE
5052,"2024-01-02",5,15103235,19185844,FALSE
5026,"2024-01-02",5,3230616,4073290,FALSE
4116,"2024-01-02",5,26373297,29375166,FALSE
8029,"2024-01-02",5,19680889,23057677,FALSE
8350,"2024-01-02",5,3566558,3913585,FALSE
5052,"2024-01-02",5,27343753,29598297,FALSE
5026,"2024-01-02",5,9521619,9551401,FALSE
4187,"2024-01-02",5,3464005,3738637,FALSE
4116,"2024-01-02",5,52101587,56656792,FALSE
8029,"2024-01-02",5,33943950,44483598,FALSE
8350,"2024-01-02",5,15294690,17078904,FALSE
5052,"2024-01-02",5,41568663,54139284,FALSE
5026,"2024-01-02",5,16605021,17397075,FALSE
4187,"2024-01-02",5,3148081,3590092,FALSE
6232,"2024-01-02",5,9123101,11806185,FALSE
4116,"2024-01-02",5,69710877,84904081,FALSE
8029,"2024-01-02",5,49742155,61029274,FALSE
8350,"2024-01-02",5,27757866,29769851,FALSE
5052,"2024-01-02",5,58833838,60309008,FALSE
5026,"2024-01-02",5,12181676,13374460,FALSE
4187,"2024-01-02",5,9346967,12621112,FALSE
6232,"2024-01-02",5,18078998,22014108,FALSE
4116,"2024-01-02",5,79398171,117445021,FALSE
8029,"2024-01-02",5,71877410,78284341,FALSE
8350,"2024-01-02",5,38061683,38343662,FALSE
5052,"2024-01-02",5,83894205,97800752,FALSE
5026,"2024-01-02",5,12593559,13779254,FALSE
4187,"2024-01-02",5,15171722,21422375,FALSE
6232,"2024-01-02",5,28228723,32036471,FALSE
9365,"2024-01-02",5,2646571,3425391,FALSE
4116,"2024-01-02",5,112354887,165211993,FALSE
8029,"2024-01-02",5,103569425,147574958,FALSE
8350,"2024-01-02",5,41203177,53607708,FALSE
5052,"2024-01-02",5,95149907,97173334,FALSE
5026,"2024-01-02",5,22708238,30953465,FALSE
4187,"2024-01-02",5,9413858,10154887,FALSE
6232,"2024-01-02",5,36796495,49242428,FALSE
9365,"2024-01-02",5,8800236,10363427,FALSE
4116,"2024-01-02",5,187410318,221074507,FALSE
8029,"2024-01-02",5,109043037,114530857,FALSE
8350,"2024-01-02",5,42444840,50838034,FALSE
5052,"2024-01-02",5,89219768,123199495,FALSE
5026,"2024-01-02",5,38279342,49116103,FALSE
4187,"2024-01-02",5,16602714,19347201,FALSE
6232,"2024-01-02",5,50145140,68118152,FALSE
9365,"2024-01-02",5,18649880,23357506,FALSE
4116,"2024-01-02",5,193375037,235984704,FALSE
8029,"2024-01-02",5,119235929,131034831,FALSE
8350,"2024-01-02",5,92207283,96114861,FALSE
5052,"2024-01-02",5,106800093,112531130,FALSE
5026,"2024-01-02",5,55052585,62585211,FALSE
4187,"2024-01-02",5,6861952,7193223,FALSE
6232,"2024-01-02",5,61106745,84088032,FALSE
9365,"2024-01-02",5,27737087,28189109,FALSE
4116,"2024-01-02",5,186174632,227567432,FALSE
8029,"2024-01-02",5,241660424,256669936,FALSE
8350,"2024-01-02",5,63634403,94487287,FALSE
5052,"2024-01-02",5,134921988,183148126,FALSE
5026,"2024-01-02",5,37105771,40106573,FALSE
4187,"2024-01-02",5,7258280,10680837,FALSE
6232,"2024-01-02",5,75162591,97373635,FALSE
9365,"2024-01-02",5,32686992,44574552,FALSE
4116,"2024-01-02",5,268218928,390880509,FALSE
8029,"2024-01-02",5,159740237,208184444,FALSE
8350,"2024-01-02",5,87604237,93146196,FALSE
5052,"2024-01-02",5,145083884,167859062,FALSE
5026,"2024-01-02",5,55185483,56079117,FALSE
4187,"2024-01-02",5,28959379,42718412,FALSE
6232,"2024-01-02",5,84519255,86487303,FALSE
9365,"2024-01-02",5,41969654,62426015,FALSE
4116,"2024-01-02",5,305981257,362884047,FALSE
8029,"2024-01-02",5,153460937,190344557,FALSE
8350,"2024-01-02",5,79157742,103062666,FALSE
5052,"2024-01-02",5,138779845,189028456,FALSE
5026,"2024-01-02",5,42325335,43496847,FALSE
4187,"2024-01-02",5,22952278,34195942,FALSE
6232,"2024-01-02",5,92748940,95807503,FALSE
9365,"2024-01-02",5,74698339,76243238,FALSE
4116,"2024-01-02",5,234512796,321688072,FALSE
8029,"2024-01-02",5,266802390,274324807,FALSE
8350,"2024-01-02",5,87261571,112111775,FALSE
5052,"2024-01-02",5,158032390,171292304,FALSE
5026,"2024-01-02",5,51603778,53012680,FALSE
4187,"2024-01-02",5,23486118,32336955,FALSE
6232,"2024-01-02",5,108769619,109233305,FALSE
9365,"2024-01-02",5,80416341,80889996,FALSE
4116,"2024-01-02",5,315732917,394983566,FALSE
8029,"2024-01-02",5,281720243,320429953,FALSE
8350,"2024-01-02",5,136979028,156243675,FALSE
5052,"2024-01-02",5,175463222,249271346,FALSE
5026,"2024-01-02",5,44362088,54023604,FALSE
4187,"2024-01-02",5,7237278,10104329,FALSE
6232,"2024-01-02",5,97886516,128329010,FALSE
9365,"2024-01-02",5,77871361,78405306,FALSE
4116,"2024-01-02",5,327298306,398054322,FALSE
8029,"2024-01-02",5,219560231,267086259,FALSE
8350,"2024-01-02",5,137236090,137695855,FALSE
5052,"2024-01-02",5,199199199,249000724,FALSE
5026,"2024-01-02",5,58998106,68105176,FALSE
4187,"2024-01-02",5,17728773,20778255,FALSE
6232,"2024-01-02",5,101198099,111359747,FALSE
9365,"2024-01-02",5,112771346,123570266,FALSE
4116,"2024-01-02",5,354433811,373360392,FALSE
8029,"2024-01-02",5,299891881,372126230,FALSE
8350,"2024-01-02",5,187520302,189644915,FALSE
5052,"2024-01-02",5,213950429,241937192,FALSE
5026,"2024-01-02",5,70055021,82862427,FALSE
4187,"2024-01-02",5,15629226,19829385,FALSE
6232,"2024-01-02",5,108376847,134144048,FALSE
9365,"2024-01-02",5,92675261,126588507,FALSE
4116,"2024-01-02",5,458981133,541651140,FALSE
8350,"2024-01-02",5,177592126,191284727,FALSE
5052,"2024-01-02",5,296282113,357234380,FALSE
5026,"2024-01-02",5,97589271,131050867,FALSE
4187,"2024-01-02",5,28127379,37766065,FALSE
6232,"2024-01-02",5,106682141,117472280,FALSE
9365,"2024-01-02",5,118508535,161743622,FALSE
4116,"2024-01-02",5,472832317,687638831,FALSE
8350,"2024-01-02",5,162278883,176074847,FALSE
5052,"2024-01-02",5,242817243,273161706,FALSE
5026,"2024-01-02",5,47544539,63497585,FALSE
4187,"2024-01-02",5,19884661,27756498,FALSE
6232,"2024-01-02",5,120056463,126732004,FALSE
9365,"2024-01-02",5,134243919,182030701,FALSE
4116,"2024-01-02",5,402207082,564190278,FALSE
8350,"2024-01-02",5,284197443,380209503,FALSE
5052,"2024-01-02",5,319352073,326492014,FALSE
5026,"2024-01-02",5,78406484,82771995,FALSE
4187,"2024-01-02",5,22723232,25445342,FALSE
6232,"2024-01-02",5,122154860,148438855,FALSE
9365,"2024-01-02",5,130991688,177829173,FALSE
4116,"2024-01-02",5,592760119,618348136,FALSE
8350,"2024-01-02",5,312129089,329743875,FALSE
5052,"2024-01-02",5,232909762,336752372,FALSE
5026,"2024-01-02",5,78838564,100821316,FALSE
4187,"2024-01-02",5,38026520,44596988,FALSE
6232,"2024-01-02",5,126093105,136005386,FALSE
9365,"2024-01-02",5,167903265,170219655,FALSE
4116,"2024-01-02",5,467359432,573931420,FALSE
8350,"2024-01-02",5,332320138,408780126,FALSE
5052,"2024-01-02",5,384729918,387960183,FALSE
4187,"2024-01-02",5,23770607,29721610,FALSE
6232,"2024-01-02",5,102071865,148289935,FALSE
9365,"2024-01-02",5,141532412,183959538,FALSE
4116,"2024-01-02",5,547111984,688618474,FALSE
8350,"2024-01-02",5,262645406,300562803,FALSE
5052,"2024-01-02",5,306501756,354509603,FALSE
4187,"2024-01-02",5,44708070,44859136,FALSE
6232,"2024-01-02",5,118350002,130041997,FALSE
9365,"2024-01-02",5,171651746,183684900,FALSE
4116,"2024-01-02",5,656836295,807005095,FALSE
8350,"2024-01-02",5,277462639,340965872,FALSE
5052,"2024-01-02",5,326894479,357383940,FALSE
4187,"2024-01-02",5,79710342,98648921,FALSE
6232,"2024-01-02",5,145210885,193333558,FALSE
9365,"2024-01-02",5,217996845,234496649,FALSE
4116,"2024-01-02",5,641991301,945956006,FALSE
8350,"2024-01-02",5,338074399,415843329,FALSE
5052,"2024-01-02",5,385342387,405561130,FALSE
4187,"2024-01-02",5,13219539,18939728,FALSE
6232,"2024-01-02",5,142803755,171768071,FALSE
9365,"2024-01-02",5,195087104,197050955,FALSE
4116,"2024-01-02",5,655685343,899911023,FALSE
8350,"2024-01-02",5,321691317,405439784,FALSE
5052,"2024-01-02",5,395758956,415184010,FALSE
4187,"2024-01-02",5,73859240,88318807,FALSE
6232,"2024-01-02",5,141345860,188324891,FALSE
9365,"2024-01-02",5,159082114,227063202,FALSE
4116,"2024-01-02",5,735741635,807638026,FALSE
8350,"2024-01-02",5,359306456,434063430,FALSE
5052,"2024-01-02",5,522932107,526702274,FALSE
4187,"2024-01-02",5,45494119,46712045,FALSE
6232,"2024-01-02",5,135018878,154058166,FALSE
9365,"2024-01-02",5,189823486,206312437,FALSE
4116,"2024-01-02",5,648507789,864324458,FALSE
8350,"2024-01-02",5,369170419,535124617,FALSE
5052,"2024-01-02",5,509233325,585979128,FALSE
4187,"2024-01-02",5,38830633,50040440,FALSE
6232,"2024-01-02",5,130233012,181123726,FALSE
9365,"2024-01-02",5,213846139,229853195,FALSE
4116,"2024-01-02",5,1029451530,1208535252,FALSE
8350,"2024-01-02",5,372856094,417685276,FALSE
5052,"2024-01-02",5,528671654,531001476,FALSE
4187,"2024-01-02",5,160862675,191984260,FALSE
6232,"2024-01-02",5,169066996,208674645,FALSE
9365,"2024-01-02",5,195619249,292115716,FALSE
4116,"2024-01-02",5,987856969,1191930812,FALSE
8350,"2024-01-02",5,390372266,420468566,FALSE
5052,"2024-01-02",5,497238795,642414973,FALSE
4187,"2024-01-02",5,76860653,97927514,FALSE
6232,"2024-01-02",5,166489408,219057198,FALSE
9365,"2024-01-02",5,185959878,260306485,FALSE
4116,"2024-01-02",5,736057729,862041656,FALSE
8350,"2024-01-02",5,455583123,495946203,FALSE
5052,"2024-01-02",5,433556724,449190797,FALSE
4187,"2024-01-02",5,55515246,68812761,FALSE
6232,"2024-01-02",5,194483662,250356187,FALSE
9365,"2024-01-02",5,207863022,254936569,FALSE
4116,"2024-01-02",5,801303648,1136606020,FALSE
8350,"2024-01-02",5,487723092,558639319,FALSE
5052,"2024-01-02",5,492850121,596965594,FALSE
4187,"2024-01-02",5,71557701,79326781,FALSE
6232,"2024-01-02",5,223916224,234812866,FALSE
9365,"2024-01-02",5,230395197,251600829,FALSE
4116,"2024-01-02",5,1069716032,1385924681,FALSE
8350,"2024-01-02",5,559944734,650017255,FALSE
5052,"2024-01-02",5,562476261,656058005,FALSE
4187,"2024-01-02",5,58877918,73198189,FALSE
6232,"2024-01-02",5,215129180,230713108,FALSE
9365,"2024-01-02",5,249834382,288304497,FALSE
4116,"2024-01-02",5,862235444,1066699693,FALSE
8350,"2024-01-02",5,492651085,575477688,FALSE
5052,"2024-01-02",5,538042898,624310722,FALSE
4187,"2024-01-02",5,107174989,111257538,FALSE
