"IdSubscriber","date","Hour","UpTx","DownTx","is_hacked"
5195,"2024-01-05",21,1448224,1546209,FALSE
6646,"2024-01-05",21,2473174,3242931,FALSE
7987,"2024-01-05",21,1397942,1639692,FALSE
7481,"2024-01-05",21,3211696,4065830,FALSE
5195,"2024-01-05",21,8174799,8597497,FALSE
6646,"2024-01-05",21,55768490,58065849,FALSE
7987,"2024-01-05",21,3086286,3099508,FALSE
7481,"2024-01-05",21,23339061,26789479,FALSE
9243,"2024-01-05",21,5062442,9852688,FALSE
5195,"2024-01-05",21,12151663,13120023,FALSE
6646,"2024-01-05",21,84184003,121987293,FALSE
8248,"2024-01-05",21,545910,626789,FALSE
7987,"2024-01-05",21,24937847,28156427,FALSE
7481,"2024-01-05",21,31551578,35041049,FALSE
9243,"2024-01-05",21,177929305,383482230,FALSE
5195,"2024-01-05",21,36590653,46108948,FALSE
6680,"2024-01-05",21,15343658,22675046,FALSE
7595,"2024-01-05",21,20228522,20678517,FALSE
6646,"2024-01-05",21,93073564,123729614,FALSE
8248,"2024-01-05",21,2600144,3160803,FALSE
6927,"2024-01-05",21,177765,240672,FALSE
7987,"2024-01-05",21,16404997,17058972,FALSE
7481,"2024-01-05",21,13532381,13618073,FALSE
9243,"2024-01-05",21,325964227,860477275,FALSE
5195,"2024-01-05",21,14540820,20564932,FALSE
6680,"2024-01-05",21,67763443,79100473,FALSE
7595,"2024-01-05",21,13816291,20268599,FALSE
6646,"2024-01-05",21,163288805,232890425,FALSE
8248,"2024-01-05",21,3508406,3572178,FALSE
9878,"2024-01-05",21,740485,1079287,FALSE
6927,"2024-01-05",21,569812,722024,FALSE
7987,"2024-01-05",21,9709736,12087479,FALSE
7481,"2024-01-05",21,18859061,19079384,FALSE
9243,"2024-01-05",21,447579853,882910501,FALSE
5195,"2024-01-05",21,4142492,5413700,FALSE
6680,"2024-01-05",21,91870084,129440808,FALSE
7595,"2024-01-05",21,57215635,76058043,FALSE
6646,"2024-01-05",21,153320466,185925859,FALSE
8248,"2024-01-05",21,9689337,9970530,FALSE
9878,"2024-01-05",21,3710301,5525517,FALSE
6927,"2024-01-05",21,496830,688215,FALSE
7987,"2024-01-05",21,19672868,26267084,FALSE
7481,"2024-01-05",21,27595896,32559654,FALSE
9243,"2024-01-05",21,506305414,1441041213,FALSE
5195,"2024-01-05",21,38520972,45114431,FALSE
6680,"2024-01-05",21,100542977,103008667,FALSE
7595,"2024-01-05",21,92254683,93049113,FALSE
6646,"2024-01-05",21,162978313,221513068,FALSE
8248,"2024-01-05",21,15160601,17177341,FALSE
9878,"2024-01-05",21,6661631,8697125,FALSE
6927,"2024-01-05",21,1274446,1453818,FALSE
7987,"2024-01-05",21,15083807,16534699,FALSE
7481,"2024-01-05",21,33363815,39686651,FALSE
9243,"2024-01-05",21,931636878,1730257151,FALSE
5195,"2024-01-05",21,81000334,103095595,FALSE
6680,"2024-01-05",21,139431611,153447459,FALSE
7595,"2024-01-05",21,35115793,52092629,FALSE
6646,"2024-01-05",21,193284775,239581067,FALSE
8248,"2024-01-05",21,22246589,31982269,FALSE
9878,"2024-01-05",21,5143449,7457816,FALSE
6927,"2024-01-05",21,1669369,1821069,FALSE
7987,"2024-01-05",21,23745493,30365027,FALSE
7481,"2024-01-05",21,49092188,55189975,FALSE
9243,"2024-01-05",21,913729969,1968004967,FALSE
5195,"2024-01-05",21,25570578,30675252,FALSE
6680,"2024-01-05",21,163282711,188067365,FALSE
7595,"2024-01-05",21,164811136,204739162,FALSE
6646,"2024-01-05",21,222952455,287548774,FALSE
8248,"2024-01-05",21,33293138,37195459,FALSE
9878,"2024-01-05",21,3049573,4140040,FALSE
6927,"2024-01-05",21,774320,1016099,FALSE
7987,"2024-01-05",21,20735015,20772486,FALSE
7481,"2024-01-05",21,35242109,49883191,FALSE
9243,"2024-01-05",21,1057445150,2578030265,FALSE
5195,"2024-01-05",21,4852349,5195258,FALSE
6680,"2024-01-05",21,204241312,219752690,FALSE
7595,"2024-01-05",21,158811071,159540222,FALSE
6646,"2024-01-05",21,263718742,375628906,FALSE
8248,"2024-01-05",21,43354211,55289365,FALSE
9878,"2024-01-05",21,6116950,8021127,FALSE
6927,"2024-01-05",21,1087065,1510200,FALSE
7987,"2024-01-05",21,39549633,40048404,FALSE
7481,"2024-01-05",21,59455737,86085069,FALSE
9243,"2024-01-05",21,1239139625,2963685917,FALSE
5195,"2024-01-05",21,42911998,45184649,FALSE
6680,"2024-01-05",21,291726445,360468025,FALSE
7595,"2024-01-05",21,39029774,46875675,FALSE
8248,"2024-01-05",21,24361534,28094645,FALSE
9878,"2024-01-05",21,18266086,20173278,FALSE
6927,"2024-01-05",21,2353697,3126394,FALSE
7987,"2024-01-05",21,39861570,56682144,FALSE
7481,"2024-01-05",21,59702970,76029883,FALSE
9243,"2024-01-05",21,1539788110,3342814341,FALSE
5195,"2024-01-05",21,66436249,69412109,FALSE
6680,"2024-01-05",21,278592256,369296553,FALSE
7595,"2024-01-05",21,24661206,34904759,FALSE
8248,"2024-01-05",21,35801978,49295470,FALSE
9878,"2024-01-05",21,14510329,16470422,FALSE
6927,"2024-01-05",21,2812365,3358498,FALSE
7987,"2024-01-05",21,86680523,95602916,FALSE
7481,"2024-01-05",21,140013195,143025715,FALSE
9243,"2024-01-05",21,1582690616,2961769949,FALSE
5195,"2024-01-05",21,21685542,30957742,FALSE
6680,"2024-01-05",21,382814815,459654072,FALSE
7595,"2024-01-05",21,54797923,74346393,FALSE
8248,"2024-01-05",21,35118352,39360932,FALSE
9878,"2024-01-05",21,18976653,20950780,FALSE
6927,"2024-01-05",21,3084603,3609960,FALSE
7987,"2024-01-05",21,40890432,57185229,FALSE
7481,"2024-01-05",21,71810626,91865962,FALSE
9243,"2024-01-05",21,1326450039,3789557746,FALSE
5195,"2024-01-05",21,47903338,69209369,FALSE
6680,"2024-01-05",21,414776412,500991247,FALSE
7595,"2024-01-05",21,167166853,235201442,FALSE
8248,"2024-01-05",21,65002541,92834106,FALSE
9878,"2024-01-05",21,16008123,19317618,FALSE
6927,"2024-01-05",21,3297219,4192312,FALSE
7987,"2024-01-05",21,69220571,81550828,FALSE
7481,"2024-01-05",21,23608016,25631486,FALSE
9243,"2024-01-05",21,1321507159,3892634623,FALSE
5195,"2024-01-05",21,112596453,139722069,FALSE
6680,"2024-01-05",21,398246390,467307515,FALSE
7595,"2024-01-05",21,97900195,102419103,FALSE
8248,"2024-01-05",21,50398615,64830265,FALSE
9878,"2024-01-05",21,15758891,16695457,FALSE
6927,"2024-01-05",21,2151053,3042111,FALSE
7987,"2024-01-05",21,4085017,5963404,FALSE
7481,"2024-01-05",21,90342314,121777780,FALSE
9243,"2024-01-05",21,1926694675,5642465841,FALSE
5195,"2024-01-05",21,8922203,11404011,FALSE
6680,"2024-01-05",21,352022761,433917678,FALSE
7595,"2024-01-05",21,105038858,117176788,FALSE
8248,"2024-01-05",21,70976032,75866270,FALSE
9878,"2024-01-05",21,21083427,27725581,FALSE
6927,"2024-01-05",21,3690986,4203613,FALSE
7987,"2024-01-05",21,70371486,93238216,FALSE
7481,"2024-01-05",21,209739054,288962086,FALSE
9243,"2024-01-05",21,2352380975,5793273609,FALSE
5195,"2024-01-05",21,48095929,63533484,FALSE
6680,"2024-01-05",21,449218991,530544607,FALSE
7595,"2024-01-05",21,69056309,94000383,FALSE
8248,"2024-01-05",21,80332455,86908672,FALSE
9878,"2024-01-05",21,27863130,29167064,FALSE
6927,"2024-01-05",21,2434741,2539727,FALSE
7987,"2024-01-05",21,45878357,48686966,FALSE
7481,"2024-01-05",21,63008629,81613290,FALSE
9243,"2024-01-05",21,1891190639,5236491695,FALSE
5195,"2024-01-05",21,109517700,129316581,FALSE
6680,"2024-01-05",21,423737002,576730715,FALSE
7595,"2024-01-05",21,152231196,176189110,FALSE
8248,"2024-01-05",21,81274222,81602938,FALSE
9878,"2024-01-05",21,36232737,37433842,FALSE
6927,"2024-01-05",21,3363088,3637560,FALSE
7987,"2024-01-05",21,27815020,30681566,FALSE
7481,"2024-01-05",21,68784069,97347716,FALSE
9243,"2024-01-05",21,2436171631,5516003978,FALSE
5195,"2024-01-05",21,39700231,55642092,FALSE
6680,"2024-01-05",21,381766265,560985508,FALSE
7595,"2024-01-05",21,154144644,163952946,FALSE
8248,"2024-01-05",21,81160553,119764451,FALSE
9878,"2024-01-05",21,27367797,35147372,FALSE
6927,"2024-01-05",21,3169438,3209957,FALSE
7987,"2024-01-05",21,80698106,80969299,FALSE
7481,"2024-01-05",21,175896524,241919394,FALSE
9243,"2024-01-05",21,2646424571,5953117312,FALSE
5195,"2024-01-05",21,86926107,95691203,FALSE
6680,"2024-01-05",21,492094846,497092654,FALSE
7595,"2024-01-05",21,191259470,230532252,FALSE
8248,"2024-01-05",21,96438453,105042586,FALSE
6927,"2024-01-05",21,2698971,3072979,FALSE
7987,"2024-01-05",21,118495820,144833926,FALSE
7481,"2024-01-05",21,461697355,480707638,FALSE
9243,"2024-01-05",21,2890324656,5755303121,FALSE
5195,"2024-01-05",21,118842370,119926316,FALSE
6680,"2024-01-05",21,512416242,563502181,FALSE
7595,"2024-01-05",21,133270706,165453367,FALSE
8248,"2024-01-05",21,69852386,104333121,FALSE
7987,"2024-01-05",21,77460156,114063157,FALSE
7481,"2024-01-05",21,97391876,112771633,FALSE
9243,"2024-01-05",21,2832559278,7763698530,FALSE
5195,"2024-01-05",21,30292460,33731483,FALSE
6680,"2024-01-05",21,501516574,583777090,FALSE
7595,"2024-01-05",21,209191566,234442350,FALSE
8248,"2024-01-05",21,97379522,123790859,FALSE
7987,"2024-01-05",21,30449463,35647973,FALSE
7481,"2024-01-05",21,285023647,290411145,FALSE
9243,"2024-01-05",21,3292516398,6139378210,FALSE
5195,"2024-01-05",21,49452355,60905215,FALSE
6680,"2024-01-05",21,655252759,848606784,FALSE
7595,"2024-01-05",21,213785808,310311707,FALSE
8248,"2024-01-05",21,86833925,128245878,FALSE
7987,"2024-01-05",21,79953383,114607824,FALSE
7481,"2024-01-05",21,323088883,404856148,FALSE
9243,"2024-01-05",21,2579197116,7391394553,FALSE
5195,"2024-01-05",21,88986533,114441129,FALSE
6680,"2024-01-05",21,575594341,670200225,FALSE
7595,"2024-01-05",21,42452115,57961747,FALSE
8248,"2024-01-05",21,100262018,144902860,FALSE
7987,"2024-01-05",21,58540463,67746503,FALSE
7481,"2024-01-05",21,149619342,173682533,FALSE
9243,"2024-01-05",21,3833347788,8302614108,FALSE
5195,"2024-01-05",21,171758823,236952281,FALSE
6680,"2024-01-05",21,659557208,794566518,FALSE
7595,"2024-01-05",21,125652967,132329085,FALSE
8248,"2024-01-05",21,112728590,140691836,FALSE
7987,"2024-01-05",21,159935577,213197740,FALSE
7481,"2024-01-05",21,397636959,449153029,FALSE
9243,"2024-01-05",21,3895077048,7722778802,FALSE
5195,"2024-01-05",21,102284619,122634040,FALSE
6680,"2024-01-05",21,662868746,881383288,FALSE
7595,"2024-01-05",21,469993161,525069783,FALSE
8248,"2024-01-05",21,126240261,177417334,FALSE
7987,"2024-01-05",21,29431794,42361084,FALSE
7481,"2024-01-05",21,414635085,591224469,FALSE
9243,"2024-01-05",21,3473092935,8191654899,FALSE
5195,"2024-01-05",21,130539664,167881796,FALSE
6680,"2024-01-05",21,591500113,853049914,FALSE
7595,"2024-01-05",21,213596517,272522280,FALSE
8248,"2024-01-05",21,181128214,185154944,FALSE
7987,"2024-01-05",21,66969416,99187740,FALSE
7481,"2024-01-05",21,224255183,285815261,FALSE
9243,"2024-01-05",21,4523992093,8864041827,FALSE
5195,"2024-01-05",21,109554914,135142663,FALSE
6680,"2024-01-05",21,851706098,1148612800,FALSE
7595,"2024-01-05",21,56246972,71182268,FALSE
8248,"2024-01-05",21,131132947,147467579,FALSE
7987,"2024-01-05",21,165748522,189436794,FALSE
7481,"2024-01-05",21,330550161,409230925,FALSE
9243,"2024-01-05",21,3139456294,9248813310,FALSE
5195,"2024-01-05",21,150377658,208281621,FALSE
6680,"2024-01-05",21,699869221,819925599,FALSE
7595,"2024-01-05",21,145918353,158510381,FALSE
8248,"2024-01-05",21,111924625,166753757,FALSE
7987,"2024-01-05",21,132510535,184774397,FALSE
7481,"2024-01-05",21,97104963,124898468,FALSE
9243,"2024-01-05",21,3509309861,9422803375,FALSE
5195,"2024-01-05",21,99467763,99817748,FALSE
6680,"2024-01-05",21,887965571,1132439436,FALSE
7595,"2024-01-05",21,365892993,529188244,FALSE
8248,"2024-01-05",21,121555932,170793894,FALSE
7987,"2024-01-05",21,129647380,168121669,FALSE
7481,"2024-01-05",21,404522729,438672608,FALSE
9243,"2024-01-05",21,4210288534,11015614781,FALSE
5195,"2024-01-05",21,106418837,129675857,FALSE
6680,"2024-01-05",21,835021730,1059191358,FALSE
7595,"2024-01-05",21,83657841,124373152,FALSE
8248,"2024-01-05",21,177849987,201470261,FALSE
7987,"2024-01-05",21,110153683,126539317,FALSE
7481,"2024-01-05",21,178398289,259486284,FALSE
9243,"2024-01-05",21,4777917253,13169875218,FALSE
5195,"2024-01-05",21,295956430,399377671,FALSE
6680,"2024-01-05",21,760209361,930550766,FALSE
7595,"2024-01-05",21,83939882,89527121,FALSE
8248,"2024-01-05",21,163578735,198704296,FALSE
7987,"2024-01-05",21,36372736,46438177,FALSE
7481,"2024-01-05",21,115939521,173186370,FALSE
9243,"2024-01-05",21,4445883960,10118154161,FALSE
5195,"2024-01-05",21,127410280,162822646,FALSE
6680,"2024-01-05",21,1047556918,1275800790,FALSE
