"IdSubscriber","date","Hour","UpTx","DownTx","is_hacked"
4433,"2024-01-03",17,47489847,96514046,FALSE
9311,"2024-01-03",17,4014540,4822358,FALSE
4433,"2024-01-03",17,139061801,407633022,FALSE
9311,"2024-01-03",17,4778249,6423108,FALSE
5552,"2024-01-03",17,22321598,33072219,FALSE
8153,"2024-01-03",17,16950035,23533293,FALSE
8998,"2024-01-03",17,7520325,8851280,FALSE
4433,"2024-01-03",17,318984385,628141340,FALSE
9311,"2024-01-03",17,16563045,24634766,FALSE
5552,"2024-01-03",17,54705228,70850066,FALSE
8153,"2024-01-03",17,77026349,115037280,FALSE
8998,"2024-01-03",17,27494758,38398139,FALSE
4433,"2024-01-03",17,440190368,912965791,FALSE
9311,"2024-01-03",17,20518662,23896204,FALSE
5552,"2024-01-03",17,84817220,91800725,FALSE
8153,"2024-01-03",17,175080583,223342330,FALSE
8998,"2024-01-03",17,18890451,26217730,FALSE
4433,"2024-01-03",17,553711687,1307095311,FALSE
9311,"2024-01-03",17,64733060,70802425,FALSE
5552,"2024-01-03",17,107746061,113512615,FALSE
8153,"2024-01-03",17,198744608,291913557,FALSE
8998,"2024-01-03",17,24385222,34004899,FALSE
4433,"2024-01-03",17,689721008,1555415632,FALSE
9311,"2024-01-03",17,31829986,33621873,FALSE
5552,"2024-01-03",17,141249712,210429429,FALSE
8153,"2024-01-03",17,379832917,407667155,FALSE
8998,"2024-01-03",17,37090334,42143167,FALSE
4433,"2024-01-03",17,871315999,2017134381,FALSE
9311,"2024-01-03",17,66357302,73292290,FALSE
5552,"2024-01-03",17,192405470,218902863,FALSE
8153,"2024-01-03",17,373515252,453583196,FALSE
8998,"2024-01-03",17,51779153,51913387,FALSE
4433,"2024-01-03",17,1109890461,2306608130,FALSE
9311,"2024-01-03",17,48439832,49831689,FALSE
5552,"2024-01-03",17,207064585,304628648,FALSE
8153,"2024-01-03",17,461560942,552802356,FALSE
8998,"2024-01-03",17,39963303,53149197,FALSE
4433,"2024-01-03",17,1045194576,2520832741,FALSE
9311,"2024-01-03",17,34640086,51513569,FALSE
5552,"2024-01-03",17,235132827,291016978,FALSE
8153,"2024-01-03",17,542342941,570277551,FALSE
8998,"2024-01-03",17,80336867,91238430,FALSE
4433,"2024-01-03",17,1424402617,3213174503,FALSE
9311,"2024-01-03",17,49747244,63285978,FALSE
5552,"2024-01-03",17,280902993,352089454,FALSE
8153,"2024-01-03",17,507884730,729194865,FALSE
8998,"2024-01-03",17,128049538,155352232,FALSE
4433,"2024-01-03",17,1312796475,2943964064,FALSE
9311,"2024-01-03",17,95723495,107955765,FALSE
5552,"2024-01-03",17,356795267,385907431,FALSE
8153,"2024-01-03",17,643633746,724193071,FALSE
8998,"2024-01-03",17,68137547,94536285,FALSE
4433,"2024-01-03",17,1508603424,3509966576,FALSE
9311,"2024-01-03",17,69267011,96704276,FALSE
5552,"2024-01-03",17,328632458,334158671,FALSE
8153,"2024-01-03",17,678316020,830878213,FALSE
8998,"2024-01-03",17,193461921,252354129,FALSE
4433,"2024-01-03",17,1505480498,3601847562,FALSE
9311,"2024-01-03",17,105129539,109357175,FALSE
5552,"2024-01-03",17,427120795,555421225,FALSE
8153,"2024-01-03",17,789200992,877555625,FALSE
8998,"2024-01-03",17,114248785,124728895,FALSE
4433,"2024-01-03",17,1459437717,3939189099,FALSE
9311,"2024-01-03",17,91786579,127977420,FALSE
5552,"2024-01-03",17,392754876,517905338,FALSE
8153,"2024-01-03",17,704365285,1023133216,FALSE
8998,"2024-01-03",17,153849706,226192754,FALSE
4433,"2024-01-03",17,2060594581,4774654999,FALSE
9311,"2024-01-03",17,177353894,184833689,FALSE
5552,"2024-01-03",17,554291371,592449308,FALSE
8153,"2024-01-03",17,1167668948,1231467205,FALSE
8998,"2024-01-03",17,144415484,212009775,FALSE
4433,"2024-01-03",17,2184773148,4738151200,FALSE
9311,"2024-01-03",17,180230372,240785203,FALSE
5552,"2024-01-03",17,551217499,672297224,FALSE
8153,"2024-01-03",17,999667249,1319735352,FALSE
8998,"2024-01-03",17,225421881,284021576,FALSE
4433,"2024-01-03",17,1933396810,4436503320,FALSE
9311,"2024-01-03",17,323022665,323631679,FALSE
5552,"2024-01-03",17,748992630,835795952,FALSE
8153,"2024-01-03",17,1267414179,1284921620,FALSE
8998,"2024-01-03",17,215826368,303417595,FALSE
4433,"2024-01-03",17,1919631669,5272898375,FALSE
9311,"2024-01-03",17,171783618,188661369,FALSE
5552,"2024-01-03",17,672284010,967226857,FALSE
8153,"2024-01-03",17,1300025141,1328945533,FALSE
8998,"2024-01-03",17,199812410,264894234,FALSE
4433,"2024-01-03",17,2301804393,5045632816,FALSE
9311,"2024-01-03",17,187280705,210210446,FALSE
5552,"2024-01-03",17,668681611,990879021,FALSE
8153,"2024-01-03",17,1302337515,1344311500,FALSE
8998,"2024-01-03",17,268108286,361328455,FALSE
4433,"2024-01-03",17,2780736295,6178708605,FALSE
9311,"2024-01-03",17,192575541,243730306,FALSE
5552,"2024-01-03",17,664853145,820693307,FALSE
8153,"2024-01-03",17,1213963970,1484934604,FALSE
8998,"2024-01-03",17,256238023,364912229,FALSE
4433,"2024-01-03",17,2535666406,5527558406,FALSE
