IdSession,IdPSX,IdSubscriber,StartSession,EndSession,Duartion,UpTx,DownTx,date
15085,3,7505,2024-01-05T00:08:28Z,NA,92,1043292,1208471,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,576,83062116,212598174,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,692,2909952,3981294,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,1176,206134242,419848088,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,225,8046810,11949396,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,130,4550932,5718118,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,1292,8265668,9862505,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,1776,274836523,566848121,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,825,29373256,43566660,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,730,31403653,36859199,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,1892,19296294,23362007,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,2376,295342023,810446016,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,1425,56092282,80907185,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,1330,50832736,51756278,2024-01-05
15089,3,8532,2024-01-05T00:40:41Z,NA,559,16969071,23270711,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,2492,28931942,31020583,2024-01-05
15090,3,8229,2024-01-05T00:48:15Z,NA,105,2820009,3502963,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,2976,423932182,940218133,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,2025,102571880,110286216,2024-01-05
15091,3,5151,2024-01-05T00:46:53Z,NA,187,61281175,142258218,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,1930,85790568,96374979,2024-01-05
15092,3,7560,2024-01-05T00:59:55Z,NA,5,0,0,2024-01-05
15089,3,8532,2024-01-05T00:40:41Z,NA,1159,31745907,43410004,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,3092,25376886,37490438,2024-01-05
15090,3,8229,2024-01-05T00:48:15Z,NA,705,15786393,20091141,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,3576,525453774,1100590800,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,2625,95321084,103456450,2024-01-05
15091,3,5151,2024-01-05T00:46:53Z,NA,787,193496271,571362004,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,2530,95540676,134704933,2024-01-05
15092,3,7560,2024-01-05T00:59:55Z,NA,605,6013807,7480646,2024-01-05
15089,3,8532,2024-01-05T00:40:41Z,NA,1759,60726369,74464899,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,3692,44520117,56073251,2024-01-05
15090,3,8229,2024-01-05T00:48:15Z,NA,1305,30852474,44793122,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,4176,525510103,1506545077,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,3225,148081476,183628068,2024-01-05
15091,3,5151,2024-01-05T00:46:53Z,NA,1387,463847437,1010585699,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,3130,148450913,160263029,2024-01-05
15092,3,7560,2024-01-05T00:59:55Z,NA,1205,17216352,21334820,2024-01-05
15089,3,8532,2024-01-05T00:40:41Z,NA,2359,73694985,93186378,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,4292,64286144,68291455,2024-01-05
15090,3,8229,2024-01-05T00:48:15Z,NA,1905,35789896,48340676,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,4776,735683976,1590803320,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,3825,188264981,230296215,2024-01-05
15093,3,7911,2024-01-05T01:18:20Z,NA,100,11705645,12316690,2024-01-05
15091,3,5151,2024-01-05T00:46:53Z,NA,1987,627307279,1495173578,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,3730,90691010,127794898,2024-01-05
15092,3,7560,2024-01-05T00:59:55Z,NA,1805,31145137,32919548,2024-01-05
15089,3,8532,2024-01-05T00:40:41Z,NA,2959,94831323,99154887,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,4892,112316414,131189376,2024-01-05
15090,3,8229,2024-01-05T00:48:15Z,NA,2505,59329625,74086006,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,5376,899979999,1745056994,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,4425,130782697,185784782,2024-01-05
15093,3,7911,2024-01-05T01:18:20Z,NA,700,64966171,92514204,2024-01-05
15091,3,5151,2024-01-05T00:46:53Z,NA,2587,790027391,1729075978,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,4330,140944495,155997491,2024-01-05
15092,3,7560,2024-01-05T00:59:55Z,NA,2405,28693598,42073286,2024-01-05
15089,3,8532,2024-01-05T00:40:41Z,NA,3559,120996356,166719978,2024-01-05
15085,3,7505,2024-01-05T00:08:28Z,NA,5492,129525749,187470245,2024-01-05
15090,3,8229,2024-01-05T00:48:15Z,NA,3105,65925986,71374501,2024-01-05
15086,3,8983,2024-01-05T00:00:24Z,NA,5976,881169504,1981738610,2024-01-05
15087,3,5912,2024-01-05T00:16:15Z,NA,5025,164530673,166826776,2024-01-05
15094,3,6954,2024-01-05T01:31:15Z,NA,525,3269798,4519322,2024-01-05
15093,3,7911,2024-01-05T01:18:20Z,NA,1300,135651641,165665192,2024-01-05
15091,3,5151,2024-01-05T00:46:53Z,NA,3187,1128110640,2489895944,2024-01-05
15088,3,6648,2024-01-05T00:17:50Z,NA,4930,153929866,191430995,2024-01-05
